fromId,toId,car_time
06085506606,06069000400,57
06085506606,06085512308,34
06085506606,06085503115,21
06085506606,06085513000,29
06085506606,06085512024,16
06085506606,06085503334,30
06085506606,06085511608,28
06085506606,06085511910,18
06085506606,06085503304,20
06085506606,06085509802,19
06085506606,06085510802,24
06085506606,06085512314,34
06085506606,06085506702,6
06085506606,06085511100,24
06085506606,06085507702,16
06085506606,06085504420,31
06085506606,06085512401,41
06085506606,06085510001,18
06085506606,06085512033,21
06085506606,06085504417,40
06085506606,06085510700,25
06085506606,06085500800,15
06085506606,06085504002,15
06085506606,06085504202,25
06085506606,06085512022,21
06085506606,06085511704,20
06085506606,06085502909,14
06085506606,06085512305,41
06085506606,06085510002,15
06085506606,06085512034,21
06085506606,06085512402,39
06085506606,06085501900,12
06085506606,06085502202,8
06085506606,06085506304,7
06085506606,06085507203,9
06085506606,06085510500,22
06085506606,06085504422,21
06085506606,06085512052,16
06085506606,06085503337,20
06085506606,06085509109,19
06085506606,06085511400,26
06085506606,06085503331,27
06085506606,06085503325,23
06085506606,06085505900,8
06085506606,06085511609,27
06085506606,06085503312,36
06085506606,06085511800,53
06085506606,06085503709,17
06085506606,06085509102,19
06085506606,06085508102,11
06085506606,06085506603,3
06085506606,06085501102,17
06085506606,06085508304,15
06085506606,06085512510,54
06085506606,06085509302,23
06085506606,06085511907,19
06085506606,06085508507,12
06085506606,06085502201,9
06085506606,06085503802,20
06085506606,06085503803,20
06085506606,06085506503,4
06085506606,06085512307,35
06085506606,06085502902,11
06085506606,06085511000,25
06085506606,06085512053,17
06085506606,06085512503,50
06085506606,06085507904,10
06085506606,06085505008,18
06085506606,06085509303,22
06085506606,06085502500,11
06085506606,06085508703,15
06085506606,06085503214,19
06085506606,06085504416,19
06085506606,06085507402,8
06085506606,06085508401,17
06085506606,06085511911,25
06085506606,06085512602,43
06085506606,06085503208,20
06085506606,06085502002,11
06085506606,06085500300,13
06085506606,06085504315,20
06085506606,06085505001,17
06085506606,06085504601,31
06085506606,06085502400,12
06085506606,06085511200,26
06085506606,06085503213,20
06085506606,06085506204,7
06085506606,06085507002,23
06085506606,06085502903,11
06085506606,06085512312,33
06085506606,06085501101,15
06085506606,06085512509,46
06085506606,06085503804,18
06085506606,06085511705,26
06085506606,06085509304,21
06085506606,06085512035,23
06085506606,06085501300,15
06085506606,06085502910,16
06085506606,06085508204,14
06085506606,06085504318,15
06085506606,06085510200,19
06085506606,06085503322,22
06085506606,06085512309,35
06085506606,06085512505,42
06085506606,06085502302,12
06085506606,06085506900,19
06085506606,06085512043,21
06085506606,06085504415,21
06085506606,06085510400,21
06085506606,06085505700,11
06085506606,06085510100,16
06085506606,06085504411,20
06085506606,06085504307,19
06085506606,06085503903,18
06085506606,06085505202,12
06085506606,06085508301,16
06085506606,06085511909,28
06085506606,06085511905,18
06085506606,06085504803,21
06085506606,06085512310,31
06085506606,06085505305,12
06085506606,06085509000,19
06085506606,06085503305,20
06085506606,06085503602,17
06085506606,06085505304,13
06085506606,06085504323,18
06085506606,06085501800,12
06085506606,06085505301,14
06085506606,06085507906,10
06085506606,06085506501,6
06085506606,06085504700,26
06085506606,06085505800,10
06085506606,06085507001,23
06085504806,06085512042,20
06085504806,06085503306,17
06085504806,06085503108,17
06085504806,06085503323,20
06085504806,06069000600,61
06085504806,06085503401,15
06085504806,06085512020,18
06085504806,06085503110,15
06085504806,06085512029,20
06085504806,06085503118,16
06085504806,06085503116,17
06085504806,06085509107,10
06085504806,06085510803,13
06085504806,06085504418,13
06085504806,06085509902,11
06085504806,06085511301,16
06085504806,06085511913,23
06085504806,06085503703,15
06085504806,06085503105,15
06085504806,06085503710,14
06085504806,06085503003,16
06085504806,06085509201,9
06085504806,06085508505,8
06085504806,06085503211,16
06085504806,06085500902,14
06085504806,06085506102,11
06085504806,06085510300,14
06085504806,06085501402,11
06085504806,06085512026,20
06085504806,06085512032,23
06085504806,06085500400,12
06085504806,06085503121,16
06085504806,06085502800,20
06085504806,06085512603,39
06085504806,06085506402,15
06085504806,06085506301,13
06085504806,06085512019,17
06085504806,06085506604,14
06085504806,06085503001,16
06085504806,06085512031,22
06085504806,06085506401,13
06085504806,06085501401,11
06085504806,06085503324,21
06085504806,06085508001,13
06085504806,06085503511,17
06085504806,06085504505,12
06085504806,06085512045,21
06085504806,06085509202,10
06085504806,06085512023,20
06085504806,06069000300,60
06085504806,06085512311,28
06085504806,06085503402,16
06085504806,06085509500,11
06085504806,06085509700,9
06085504806,06085504901,10
06085504806,06085503002,15
06085504806,06085503601,11
06085504806,06085504320,15
06085504806,06085508404,9
06085504806,06085512038,23
06085504806,06085505303,8
06085504806,06085503507,16
06085504806,06085507903,14
06085504806,06085506305,14
06085504806,06085507807,16
06085504806,06085506103,10
06085504806,06085512047,19
06085504806,06085503713,15
06085504806,06085504423,15
06085504806,06085505402,8
06085504806,06085504410,15
06085504806,06085510900,14
06085504806,06085503510,17
06085504806,06085511916,21
06085504806,06085503117,14
06085504806,06085507808,16
06085504806,06085509404,12
06085504806,06085512037,22
06085504806,06085503218,20
06085504806,06085503329,20
06085504806,06085506803,22
06085504806,06085500100,9
06085504806,06085508602,8
06085504806,06085511707,36
06085504806,06085508403,11
06085504806,06085503707,12
06085504806,06085503212,16
06085504806,06085503708,14
06085504806,06085511912,25
06085504806,06085504421,15
06085504806,06085503336,17
06085504806,06085512508,42
06085504806,06085512506,39
06085504806,06085508003,11
06085504806,06085503210,18
06085504806,06085501200,12
06085504806,06085502906,22
06085504806,06085504413,12
06085504806,06085501501,14
06085504806,06085509106,9
06085504806,06085501600,13
06085504806,06085509403,12
06085504806,06085512200,67
06085504806,06085503111,16
06085504806,06085503712,14
06085504806,06085506606,15
06085504806,06085504806,0
06085504806,06085501502,13
06085504806,06085507205,19
06085504806,06085503113,13
06085504806,06085503123,14
06085504806,06085504319,14
06085504806,06085506605,14
06085504806,06085505500,9
06085504806,06085506000,10
06085504806,06085512039,21
06085504806,06085507701,15
06085504806,06085503711,14
06085504806,06085504506,13
06085504806,06085503321,18
06085504806,06085509901,12
06085504806,06085504805,7
06085504806,06085509600,11
06085504806,06085508101,11
06085504806,06085503509,19
06085504806,06085504504,13
06085504806,06085503112,14
06085504806,06085508202,8
06085504806,06085508704,4
06085504806,06085503313,22
06085504806,06085503217,18
06085504806,06085503508,19
06085504806,06085504507,12
06085504806,06069000200,55
06085504806,06085503333,21
06085504806,06085504322,13
06085504806,06069000501,61
06085504806,06085501000,11
06085504806,06085502603,17
06085504806,06085503207,17
06085504806,06085512313,36
06085504806,06085505007,8
06085504806,06085500200,10
06085504806,06085508508,6
06085504806,06085512604,39
06085504806,06085504321,14
06085504806,06085505302,7
06085504806,06085506502,19
06085504806,06085503315,20
06085504806,06085503332,29
06085504806,06085504802,4
06085504806,06085508503,11
06085504806,06085500500,14
06085504806,06069000701,60
06085504806,06069000100,65
06085504806,06085509108,7
06085504806,06085512025,19
06085504806,06085504412,14
06085504806,06069000502,59
06085504806,06085511302,16
06085504806,06085507100,23
06085504806,06085510801,13
06085504806,06085511701,20
06085504806,06085507302,26
06085504806,06085506202,12
06085504806,06085502908,20
06085504806,06085504101,18
06085504806,06085506601,13
06085504806,06085503122,16
06085504806,06085507703,18
06085504806,06085512030,22
06085504806,06085511914,20
06085504806,06085507206,22
06085504806,06085506203,11
06085504806,06085505006,8
06085504806,06085507805,13
06085504806,06085506101,10
06085504806,06085507500,17
06085504806,06085502907,19
06085504806,06085502102,14
06085504806,06085505203,11
06085504806,06085508601,9
06085504806,06085504602,25
06085504806,06085502701,19
06085504806,06085509105,9
06085504806,06085505009,10
06085504806,06085504001,15
06085504806,06085512100,32
06085504806,06085512017,21
06085504806,06085503506,16
06085504806,06085506802,21
06085504806,06085506804,22
06085504806,06085505403,9
06085504806,06085503204,19
06085504806,06085504414,14
06085504806,06085504317,13
06085504806,06085502604,18
06085504806,06085508800,6
06085504806,06085508900,4
06085504806,06069000801,67
06085504806,06069000702,63
06085504806,06085508203,11
06085504806,06085505600,9
06085504806,06085508004,11
06085504806,06085507401,14
06085504806,06085503326,24
06085504806,06085512001,25
06085504806,06085503327,20
06085504806,06085504308,26
06085504806,06085512036,22
06085504806,06085507600,26
06085504806,06085503504,15
06085504806,06085501700,12
06085504806,06085502001,13
06085504806,06085502901,20
06085504806,06085507806,15
06085504806,06085508303,13
06085504806,06085500901,15
06085504806,06085502101,17
06085504806,06085512027,15
06085504806,06085503902,16
06085504806,06085504314,16
06085504806,06085511915,20
06085504806,06085512021,20
06085504806,06085505401,7
06085504806,06085502301,15
06085504806,06085506302,12
06085504806,06085506703,19
06085504806,06085506801,21
06085504806,06085500600,13
06085504806,06085502601,18
06085504806,06085507905,16
06085504806,06085507301,18
06085504806,06085504316,14
06085504806,06085512005,17
06085504806,06085508504,8
06085504806,06085502702,19
06085504806,06085505100,11
06085504806,06085506701,17
06085504806,06085511702,16
06085504806,06085503330,34
06085504806,06085510600,16
06085504806,06085509401,13
06085504806,06085504102,19
06085504806,06085504311,15
06085504806,06085504201,18
06085504806,06069000400,57
06085504806,06085512308,34
06085504806,06085503115,20
06085504806,06085513000,19
06085504806,06085512024,19
06085504806,06085503334,27
06085504806,06085511608,22
06085504806,06085511910,22
06085504806,06085503304,17
06085504806,06085509802,10
06085504806,06085510802,12
06085504806,06085512314,34
06085504806,06085506702,17
06085504806,06085511100,12
06085504806,06085507702,19
06085504806,06085504420,23
06085504806,06085512401,41
06085504806,06085510001,11
06085504806,06085512033,23
06085504806,06085504417,31
06085504806,06085510700,16
06085504806,06085500800,12
06085504806,06085504002,13
06085504806,06085504202,22
06085504806,06085512022,22
06085504806,06085511704,19
06085504806,06085502909,19
06085504806,06085512305,41
06085504806,06085510002,12
06085504806,06085512034,22
06085504806,06085512402,39
06085504806,06085501900,13
06085504806,06085502202,17
06085504806,06085506304,13
06085504806,06085507203,19
06085504806,06085510500,15
06085504806,06085504422,12
06085504806,06085512052,18
06085504806,06085503337,17
06085504806,06085509109,7
06085504806,06085511400,14
06085504806,06085503331,24
06085504806,06085503325,21
06085504806,06085505900,11
06085504806,06085511609,20
06085504806,06085503312,34
06085504806,06085511800,62
06085504806,06085503709,13
06085504806,06085509102,8
06085504806,06085508102,9
06085504806,06085506603,16
06085504806,06085501102,12
06085504806,06085508304,13
06085504806,06085512510,54
06085504806,06085509302,12
06085504806,06085511907,23
06085504806,06085508507,5
06085504806,06085502201,15
06085504806,06085503802,17
06085504806,06085503803,17
06085504806,06085506503,15
06085504806,06085512307,35
06085504806,06085502902,20
06085504806,06085511000,13
06085504806,06085512053,19
06085504806,06085512503,50
06085504806,06085507904,12
06085504806,06085505008,8
06085504806,06085509303,10
06085504806,06085502500,15
06085504806,06085508703,7
06085504806,06085503214,18
06085504806,06085504416,14
06085504806,06085507402,14
06085504806,06085508401,11
06085504806,06085511911,28
06085504806,06085512602,43
06085504806,06085503208,19
06085504806,06085502002,14
06085504806,06085500300,11
06085504806,06085504315,16
06085504806,06085505001,6
06085504806,06085504601,19
06085504806,06085502400,15
06085504806,06085511200,14
06085504806,06085503213,19
06085504806,06085506204,12
06085504806,06085507002,32
06085504806,06085502903,18
06085504806,06085512312,33
06085504806,06085501101,11
06085504806,06085512509,46
06085504806,06085503804,15
06085504806,06085511705,22
06085504806,06085509304,9
06085504806,06085512035,24
06085504806,06085501300,13
06085504806,06085502910,19
06085504806,06085508204,10
06085504806,06085504318,10
06085504806,06085510200,12
06085504806,06085503322,20
06085504806,06085512309,35
06085504806,06085512505,42
06085504806,06085502302,15
06085504806,06085506900,29
06085504806,06085512043,20
06085504806,06085504415,16
06085504806,06085510400,14
06085504806,06085505700,11
06085504806,06085510100,14
06085504806,06085504411,15
06085504806,06085504307,15
06085504806,06085503903,15
06085504806,06085505202,7
06085504806,06085508301,12
06085504806,06085511909,34
06085504806,06085511905,21
06085504806,06085504803,8
06085504806,06085512310,31
06085504806,06085505305,6
06085504806,06085509000,7
06085504806,06085503305,17
06085504806,06085503602,14
06085504806,06085505304,7
06085504806,06085504323,14
06085504806,06085501800,13
06085504806,06085505301,6
06085504806,06085507906,14
06085504806,06085506501,15
06085504806,06085504700,14
06085504806,06085505800,12
06085504806,06085507001,33
06085501502,06085512042,14
06085501502,06085503306,10
06085501502,06085503108,13
06085501502,06085503323,14
06085501502,06069000600,55
06085501502,06085503401,7
06085501502,06085512020,14
06085501502,06085503110,6
06085501502,06085512029,14
06085501502,06085503118,8
06085501502,06085503116,13
06085501502,06085509107,21
06085501502,06085510803,25
06085501502,06085504418,15
06085501502,06085509902,22
06085501502,06085511301,27
06085501502,06085511913,19
06085501502,06085503703,7
06085501502,06085503105,7
06085501502,06085503710,8
06085501502,06085503003,13
06085501502,06085509201,20
06085501502,06085508505,19
06085501502,06085503211,9
06085501502,06085500902,5
06085501502,06085506102,15
06085501502,06085510300,22
06085501502,06085501402,2
06085501502,06085512026,16
06085501502,06085512032,18
06085501502,06085500400,10
06085501502,06069000802,115
06085501502,06085503121,11
06085501502,06085502800,17
06085501502,06085512603,34
06085501502,06085506402,13
06085501502,06085506301,15
06085501502,06085512019,14
06085501502,06085506604,19
06085501502,06085503001,13
06085501502,06085512031,18
06085501502,06085506401,11
06085501502,06085501401,5
06085501502,06085503324,14
06085501502,06085508001,18
06085501502,06085503511,10
06085501502,06085504505,13
06085501502,06085512045,18
06085501502,06085509202,21
06085501502,06085512023,15
06085501502,06069000300,55
06085501502,06085512311,23
06085501502,06085503402,8
06085501502,06085509500,22
06085501502,06085509700,20
06085501502,06085504901,16
06085501502,06085503002,12
06085501502,06085503601,6
06085501502,06085504320,15
06085501502,06085508404,20
06085501502,06085512038,17
06085501502,06085505303,15
06085501502,06085503507,8
06085501502,06085507903,20
06085501502,06085506305,15
06085501502,06085507807,20
06085501502,06085506103,15
06085501502,06085512047,16
06085501502,06085503713,9
06085501502,06085504423,16
06085501502,06085505402,16
06085501502,06085504410,14
06085501502,06085510900,25
06085501502,06085503510,10
06085501502,06085511916,17
06085501502,06085503117,5
06085501502,06085507808,21
06085501502,06085509404,23
06085501502,06085512037,18
06085501502,06085503218,14
06085501502,06085503329,14
06085501502,06085506803,19
06085501502,06085500100,7
06085501502,06085508602,20
06085501502,06085511707,40
06085501502,06085508403,18
06085501502,06085503707,8
06085501502,06085503212,10
06085501502,06085503708,9
06085501502,06085511912,22
06085501502,06085504421,18
06085501502,06085503336,12
06085501502,06085512508,36
06085501502,06085512506,34
06085501502,06085508003,16
06085501502,06085503210,12
06085501502,06085501200,5
06085501502,06085502906,18
06085501502,06085504413,16
06085501502,06085501501,3
06085501502,06085509106,20
06085501502,06085501600,5
06085501502,06085509403,23
06085501502,06085512200,61
06085501502,06085503111,7
06085501502,06085503712,8
06085501502,06085506606,15
06085501502,06085504806,15
06085501502,06085501502,0
06085501502,06085507205,22
06085501502,06085503113,9
06085501502,06085503123,11
06085501502,06085504319,10
06085501502,06085506605,15
06085501502,06085505500,16
06085501502,06085506000,15
06085501502,06085512039,16
06085501502,06085507701,20
06085501502,06085503711,6
06085501502,06085504506,17
06085501502,06085503321,12
06085501502,06085509901,22
06085501502,06085504805,20
06085501502,06085509600,22
06085501502,06085508101,17
06085501502,06085503509,13
06085501502,06085504504,16
06085501502,06085503112,7
06085501502,06085508202,17
06085501502,06085508704,17
06085501502,06085503313,16
06085501502,06085503217,12
06085501502,06085503508,12
06085501502,06085504507,16
06085501502,06069000200,49
06085501502,06085503333,15
06085501502,06085504322,13
06085501502,06069000501,55
06085501502,06085501000,6
06085501502,06085502603,13
06085501502,06085503207,11
06085501502,06085512313,30
06085501502,06085505007,14
06085501502,06085500200,10
06085501502,06085508508,18
06085501502,06085512604,33
06085501502,06085504321,12
06085501502,06085505302,15
06085501502,06085506502,17
06085501502,06085503315,14
06085501502,06085503332,23
06085501502,06085504802,17
06085501502,06085508503,19
06085501502,06085500500,12
06085501502,06069000701,54
06085501502,06069000100,60
06085501502,06085509108,18
06085501502,06085512025,16
06085501502,06085504412,16
06085501502,06069000502,53
06085501502,06085511302,27
06085501502,06085507100,20
06085501502,06085510801,24
06085501502,06085511701,27
06085501502,06085507302,29
06085501502,06085506202,16
06085501502,06085502908,16
06085501502,06085504101,11
06085501502,06085506601,16
06085501502,06085503122,9
06085501502,06085507703,22
06085501502,06085512030,18
06085501502,06085511914,16
06085501502,06085507206,22
06085501502,06085506203,14
06085501502,06085505006,12
06085501502,06085507805,20
06085501502,06085506101,16
06085501502,06085507500,21
06085501502,06085502907,16
06085501502,06085502102,9
06085501502,06085505203,12
06085501502,06085508601,20
06085501502,06085504602,35
06085501502,06085502701,15
06085501502,06085509105,20
06085501502,06085505009,16
06085501502,06085504001,9
06085501502,06085512100,26
06085501502,06085512017,15
06085501502,06085503506,8
06085501502,06085506802,18
06085501502,06085506804,19
06085501502,06085505403,16
06085501502,06085503204,13
06085501502,06085504414,18
06085501502,06085504317,12
06085501502,06085502604,13
06085501502,06085508800,18
06085501502,06085508900,17
06085501502,06069000801,61
06085501502,06069000702,57
06085501502,06085508203,17
06085501502,06085505600,15
06085501502,06085508004,16
06085501502,06085507401,19
06085501502,06085503326,18
06085501502,06085512001,19
06085501502,06085503327,14
06085501502,06085504308,21
06085501502,06085512036,17
06085501502,06085507600,31
06085501502,06085503504,8
06085501502,06085501700,8
06085501502,06085502001,11
06085501502,06085502901,16
06085501502,06085507806,18
06085501502,06085508303,19
06085501502,06085500901,8
06085501502,06085502101,12
06085501502,06085512027,12
06085501502,06085503902,11
06085501502,06085504314,14
06085501502,06085511915,16
06085501502,06085512021,15
06085501502,06085505401,17
06085501502,06085502301,11
06085501502,06085506302,14
06085501502,06085506703,18
06085501502,06085506801,19
06085501502,06085500600,10
06085501502,06085502601,13
06085501502,06085507905,20
06085501502,06085507301,23
06085501502,06085504316,12
06085501502,06085512005,13
06085501502,06085508504,19
06085501502,06085502702,17
06085501502,06085505100,14
06085501502,06085506701,20
06085501502,06085511702,21
06085501502,06085503330,28
06085501502,06085510600,28
06085501502,06085509401,25
06085501502,06085504102,12
06085501502,06085504311,14
06085501502,06085504201,13
06085501502,06069000400,52
06085501502,06085512308,28
06085501502,06085503115,16
06085501502,06085513000,30
06085501502,06085512024,15
06085501502,06085503334,22
06085501502,06085511608,31
06085501502,06085511910,19
06085501502,06085503304,11
06085501502,06085509802,21
06085501502,06085510802,23
06085501502,06085512314,28
06085501502,06085506702,17
06085501502,06085511100,23
06085501502,06085507702,24
06085501502,06085504420,25
06085501502,06085512401,35
06085501502,06085510001,21
06085501502,06085512033,19
06085501502,06085504417,33
06085501502,06085510700,27
06085501502,06085500800,9
06085501502,06085504002,7
06085501502,06085504202,16
06085501502,06085512022,16
06085501502,06085511704,24
06085501502,06085502909,15
06085501502,06085512305,35
06085501502,06085510002,19
06085501502,06085512034,16
06085501502,06085512402,33
06085501502,06085501900,8
06085501502,06085502202,12
06085501502,06085506304,14
06085501502,06085507203,16
06085501502,06085510500,25
06085501502,06085504422,17
06085501502,06085512052,14
06085501502,06085503337,11
06085501502,06085509109,18
06085501502,06085511400,25
06085501502,06085503331,18
06085501502,06085503325,14
06085501502,06085505900,14
06085501502,06085511609,30
06085501502,06085503312,27
06085501502,06085511800,59
06085501502,06085503709,8
06085501502,06085509102,20
06085501502,06085508102,16
06085501502,06085506603,17
06085501502,06085501102,6
06085501502,06085508304,18
06085501502,06085512510,48
06085501502,06085509302,23
06085501502,06085511907,19
06085501502,06085508507,17
06085501502,06085502201,10
06085501502,06085503802,12
06085501502,06085503803,12
06085501502,06085506503,15
06085501502,06085512307,29
06085501502,06085502902,16
06085501502,06085511000,24
06085501502,06085512053,15
06085501502,06085512503,44
06085501502,06085507904,19
06085501502,06085505008,14
06085501502,06085509303,21
06085501502,06085502500,12
06085501502,06085508703,19
06085501502,06085503214,11
06085501502,06085504416,13
06085501502,06085507402,18
06085501502,06085508401,20
06085501502,06085511911,25
06085501502,06085512602,37
06085501502,06085503208,13
06085501502,06085502002,9
06085501502,06085500300,10
06085501502,06085504315,14
06085501502,06085505001,14
06085501502,06085504601,31
06085501502,06085502400,11
06085501502,06085511200,25
06085501502,06085503213,11
06085501502,06085506204,13
06085501502,06085507002,29
06085501502,06085502903,14
06085501502,06085512312,27
06085501502,06085501101,7
06085501502,06085512509,40
06085501502,06085503804,10
06085501502,06085511705,29
06085501502,06085509304,21
06085501502,06085512035,19
06085501502,06085501300,4
06085501502,06085502910,16
06085501502,06085508204,17
06085501502,06085504318,9
06085501502,06085510200,22
06085501502,06085503322,14
06085501502,06085512309,29
06085501502,06085512505,36
06085501502,06085502302,10
06085501502,06085506900,26
06085501502,06085512043,14
06085501502,06085504415,15
06085501502,06085510400,25
06085501502,06085505700,14
06085501502,06085510100,19
06085501502,06085504411,15
06085501502,06085504307,11
06085501502,06085503903,9
06085501502,06085505202,14
06085501502,06085508301,19
06085501502,06085511909,30
06085501502,06085511905,18
06085501502,06085504803,20
06085501502,06085512310,25
06085501502,06085505305,17
06085501502,06085509000,18
06085501502,06085503305,11
06085501502,06085503602,6
06085501502,06085505304,17
06085501502,06085504323,13
06085501502,06085501800,8
06085501502,06085505301,16
06085501502,06085507906,19
06085501502,06085506501,15
06085501502,06085504700,25
06085501502,06085505800,12
06085501502,06085507001,30
06085507205,06085512042,23
06085507205,06085503306,25
06085507205,06085503108,20
06085507205,06085503323,28
06085507205,06069000600,63
06085507205,06085503401,22
06085507205,06085512020,21
06085507205,06085503110,22
06085507205,06085512029,20
06085507205,06085503118,25
06085507205,06085503116,20
06085507205,06085509107,20
06085507205,06085510803,27
06085507205,06085504418,27
06085507205,06085509902,22
06085507205,06085511301,29
06085507205,06085511913,20
06085507205,06085503703,22
06085507205,06085503105,22
06085507205,06085503710,25
06085507205,06085503003,17
06085507205,06085509201,22
06085507205,06085508505,20
06085507205,06085503211,25
06085507205,06085500902,20
06085507205,06085506102,17
06085507205,06085510300,22
06085507205,06085501402,21
06085507205,06085512026,21
06085507205,06085512032,23
06085507205,06085500400,17
06085507205,06085503121,21
06085507205,06085502800,14
06085507205,06085512603,41
06085507205,06085506402,14
06085507205,06085506301,17
06085507205,06085512019,20
06085507205,06085506604,9
06085507205,06085503001,17
06085507205,06085512031,22
06085507205,06085506401,16
06085507205,06085501401,22
06085507205,06085503324,28
06085507205,06085508001,17
06085507205,06085503511,25
06085507205,06085504505,23
06085507205,06085512045,21
06085507205,06085509202,23
06085507205,06085512023,20
06085507205,06069000300,62
06085507205,06085512311,30
06085507205,06085503402,23
06085507205,06085509500,22
06085507205,06085509700,20
06085507205,06085504901,26
06085507205,06085503002,17
06085507205,06085503601,22
06085507205,06085504320,26
06085507205,06085508404,20
06085507205,06085512038,24
06085507205,06085505303,19
06085507205,06085503507,24
06085507205,06085507903,16
06085507205,06085506305,14
06085507205,06085507807,16
06085507205,06085506103,16
06085507205,06085512047,19
06085507205,06085503713,24
06085507205,06085504423,29
06085507205,06085505402,17
06085507205,06085504410,25
06085507205,06085510900,28
06085507205,06085503510,25
06085507205,06085511916,18
06085507205,06085503117,21
06085507205,06085507808,15
06085507205,06085509404,24
06085507205,06085512037,21
06085507205,06085503218,23
06085507205,06085503329,27
06085507205,06085506803,15
06085507205,06085500100,20
06085507205,06085508602,22
06085507205,06085511707,38
06085507205,06085508403,18
06085507205,06085503707,23
06085507205,06085503212,25
06085507205,06085503708,23
06085507205,06085511912,24
06085507205,06085504421,30
06085507205,06085503336,25
06085507205,06085512508,44
06085507205,06085512506,41
06085507205,06085508003,16
06085507205,06085503210,24
06085507205,06085501200,22
06085507205,06085502906,18
06085507205,06085504413,26
06085507205,06085501501,21
06085507205,06085509106,21
06085507205,06085501600,19
06085507205,06085509403,23
06085507205,06085512200,69
06085507205,06085503111,23
06085507205,06085503712,24
06085507205,06085506606,12
06085507205,06085504806,20
06085507205,06085501502,22
06085507205,06085507205,0
06085507205,06085503113,19
06085507205,06085503123,20
06085507205,06085504319,25
06085507205,06085506605,13
06085507205,06085505500,18
06085507205,06085506000,17
06085507205,06085512039,23
06085507205,06085507701,16
06085507205,06085503711,23
06085507205,06085504506,27
06085507205,06085503321,26
06085507205,06085509901,23
06085507205,06085504805,25
06085507205,06085509600,21
06085507205,06085508101,17
06085507205,06085503509,27
06085507205,06085504504,27
06085507205,06085503112,20
06085507205,06085508202,17
06085507205,06085508704,20
06085507205,06085503313,30
06085507205,06085503217,22
06085507205,06085503508,27
06085507205,06085504507,26
06085507205,06069000200,56
06085507205,06085503333,28
06085507205,06085504322,22
06085507205,06069000501,63
06085507205,06085501000,20
06085507205,06085502603,14
06085507205,06085503207,23
06085507205,06085512313,37
06085507205,06085505007,23
06085507205,06085500200,19
06085507205,06085508508,18
06085507205,06085512604,41
06085507205,06085504321,24
06085507205,06085505302,19
06085507205,06085506502,12
06085507205,06085503315,28
06085507205,06085503332,34
06085507205,06085504802,22
06085507205,06085508503,21
06085507205,06085500500,17
06085507205,06069000701,62
06085507205,06069000100,67
06085507205,06085509108,22
06085507205,06085512025,20
06085507205,06085504412,28
06085507205,06069000502,60
06085507205,06085511302,30
06085507205,06085507100,11
06085507205,06085510801,26
06085507205,06085511701,27
06085507205,06085507302,17
06085507205,06085506202,13
06085507205,06085502908,15
06085507205,06085504101,26
06085507205,06085506601,11
06085507205,06085503122,22
06085507205,06085507703,20
06085507205,06085512030,22
06085507205,06085511914,18
06085507205,06085507206,10
06085507205,06085506203,15
06085507205,06085505006,22
06085507205,06085507805,20
06085507205,06085506101,16
06085507205,06085507500,13
06085507205,06085502907,17
06085507205,06085502102,17
06085507205,06085505203,17
06085507205,06085508601,23
06085507205,06085504602,44
06085507205,06085502701,12
06085507205,06085509105,18
06085507205,06085505009,27
06085507205,06085504001,23
06085507205,06085512100,34
06085507205,06085512017,25
06085507205,06085503506,24
06085507205,06085506802,13
06085507205,06085506804,14
06085507205,06085505403,16
06085507205,06085503204,23
06085507205,06085504414,28
06085507205,06085504317,23
06085507205,06085502604,13
06085507205,06085508800,22
06085507205,06085508900,21
06085507205,06069000801,68
06085507205,06069000702,65
06085507205,06085508203,19
06085507205,06085505600,19
06085507205,06085508004,14
06085507205,06085507401,13
06085507205,06085503326,31
06085507205,06085512001,26
06085507205,06085503327,27
06085507205,06085504308,35
06085507205,06085512036,21
06085507205,06085507600,23
06085507205,06085503504,23
06085507205,06085501700,18
06085507205,06085502001,16
06085507205,06085502901,13
06085507205,06085507806,17
06085507205,06085508303,19
06085507205,06085500901,23
06085507205,06085502101,17
06085507205,06085512027,16
06085507205,06085503902,25
06085507205,06085504314,26
06085507205,06085511915,18
06085507205,06085512021,23
06085507205,06085505401,17
06085507205,06085502301,17
06085507205,06085506302,13
06085507205,06085506703,6
06085507205,06085506801,10
06085507205,06085500600,18
06085507205,06085502601,16
06085507205,06085507905,14
06085507205,06085507301,9
06085507205,06085504316,24
06085507205,06085512005,19
06085507205,06085508504,21
06085507205,06085502702,12
06085507205,06085505100,24
06085507205,06085506701,7
06085507205,06085511702,21
06085507205,06085503330,42
06085507205,06085510600,28
06085507205,06085509401,26
06085507205,06085504102,27
06085507205,06085504311,24
06085507205,06085504201,27
06085507205,06069000400,59
06085507205,06085512308,36
06085507205,06085503115,25
06085507205,06085513000,33
06085507205,06085512024,19
06085507205,06085503334,32
06085507205,06085511608,32
06085507205,06085511910,21
06085507205,06085503304,26
06085507205,06085509802,21
06085507205,06085510802,26
06085507205,06085512314,35
06085507205,06085506702,9
06085507205,06085511100,26
06085507205,06085507702,19
06085507205,06085504420,37
06085507205,06085512401,42
06085507205,06085510001,21
06085507205,06085512033,23
06085507205,06085504417,45
06085507205,06085510700,27
06085507205,06085500800,20
06085507205,06085504002,21
06085507205,06085504202,30
06085507205,06085512022,23
06085507205,06085511704,24
06085507205,06085502909,18
