GEOID,med_incomeE,total_hhsE,no_veh_hhE,one_veh_hhE,two_veh_hhE,three_veh_hhE,fourmore_veh_hhE,no_worker_hhE,one_worker_hhE,two_worker_hhE,threemore_worker_hhE,hh_1personE,hh_2personE,hh_3personE,hh_4person_plusE,inc_lt_10kE,inc_btw_10k_15kE,inc_btw_15k_20kE,inc_btw_20k_25kE,inc_btw_25k_30kE,inc_btw_30k_35kE,inc_btw_35k_40kE,inc_btw_40k_45kE,inc_btw_45k_50kE,inc_btw_50k_60kE,inc_btw_60k_75kE,inc_btw_75k_100kE,inc_btw_100k_125kE,inc_btw_125k_150kE,inc_btw_150k_200kE,inc_gt_200kE,total_workerE,total_wfhE,hh_cardef_1w0vE,hh_cardef_2w0vE,hh_cardef_2w1vE,hh_cardef_3w0vE,hh_cardef_3w1vE,hh_cardef_3w2vE,total_jobs,basic_jobs,retail_jobs,service_jobs,geometry,ratio_no_veh,ratio_no_worker,ratio_lt_10k,non_wfh,cardef_hh,carnodef_hh,wfh_percent,alt_service_jobs,jobs_change,commuter_change,alt_non_wfh,alt_wfh,car_access,transit_access,ratio,inc_quint_1,inc_quint_5,pct_big_hh,pct_lo_inc,pct_hi_inc,pct_no_veh,pct_wfh_pop,pct_cardef_hh,transit_access_100k,pred,no_vehE
06085503113,25662,1325,154,262,495,285,129,215,399,454,257,179,316,251,579,78,47,49,18,48,76,80,33,46,112,70,261,133,119,100,55,2301,30,33,51,36,10,0,56,364,71,47,246,"list(list(c(-121.885952, -121.882211, -121.878607, -121.877622, -121.874022, -121.878163, -121.881624, -121.883232, -121.887901, -121.885952, 37.316811, 37.318925, 37.321015, 37.320026, 37.316377, 37.313458, 37.311025, 37.310156, 37.315414, 37.316811)))",0.11622641509433962,0.16226415094339622,0.05886792452830188,2271,186,1139,0.4,147.6,98.4,908.4,1362.6,938.4,993621,19126,0.01924878801877174,192,407,0.6264150943396226,0.1449056603773585,0.3071698113207547,0.07565870359063429,0.01303780964797914,0.14037735849056604,0.19126,0.07565870359063429,100
06085503123,26266,1620,209,735,528,128,20,423,755,342,100,607,503,215,295,102,104,57,125,192,98,61,60,63,123,155,81,175,73,119,32,1822,89,117,0,34,0,0,44,480,162,65,253,"list(list(c(-121.881649, -121.878612, -121.8767, -121.874729, -121.873058, -121.872697, -121.872864, -121.873038, -121.87539, -121.880689, -121.881242, -121.88085, -121.880716, -121.881748, -121.881649, 37.303998, 37.304342, 37.301874, 37.299143, 37.295215, 37.294916, 37.294715, 37.294482, 37.292772, 37.292242, 37.296039, 37.297481, 37.301094, 37.301725, 37.303998)))",0.12901234567901235,0.2611111111111111,0.06296296296296296,1733,195,1425,0.4,151.79999999999998,101.2,693.2,1039.8,782.2,926711,1872,0.00202004724234416,388,399,0.3148148148148148,0.23950617283950618,0.2462962962962963,0.12662401050124125,0.04884742041712404,0.12037037037037036,0.01872,0.12662401050124125,205
06085504319,50183,2461,74,454,1158,473,302,458,802,929,272,307,812,580,762,109,73,38,0,40,44,120,0,0,229,123,120,336,243,471,515,3799,278,17,0,54,0,17,13,901,77,58,766,"list(list(c(-121.879019, -121.873062, -121.86899, -121.867357, -121.86496, -121.862864, -121.857932, -121.854957, -121.854757, -121.858728, -121.860394, -121.863251, -121.865196, -121.869365, -121.873372, -121.874509, -121.874653, -121.877228, -121.877993, -121.878413, -121.880698, -121.879019, 37.369656, 37.373791, 37.378029, 37.379768, 37.382444, 37.38467, 37.379922, 37.376986, 37.376782, 37.373994, 37.372864, 37.37094, 37.369633, 37.366808, 37.364185, 37.363418, 37.36332, 37.36587, 37.366507, 
37.366831, 37.368007, 37.369656)))",0.03006907761072734,0.1861032100772044,0.04429093864282812,3521,101,2360,0.4,459.6,306.40000000000003,1408.4,2112.6,1686.4,919174,2854,0.00310496162859262,220,1565,0.5453067858594067,0.08939455505891913,0.6359203575782202,0.04628533453585101,0.07317715188207423,0.041040227549776515,0.02854,0.04628533453585101,114
06085506605,52370,1624,70,559,701,215,79,195,752,579,98,395,510,312,407,33,70,12,18,66,0,40,49,29,113,174,170,155,150,173,372,2310,51,24,46,82,0,0,0,434,71,39,324,"list(list(c(-121.976722, -121.970263, -121.969852, -121.964285, -121.964221, -121.961852, -121.961208, -121.96082, -121.96849, -121.970808, -121.97289, -121.976621, -121.976722, 37.300917, 37.301037, 37.301044, 37.301176, 37.300969, 37.297892, 37.296672, 37.29415, 37.29404, 37.294079, 37.293868, 37.293795, 37.300917)))",0.04310344827586207,0.12007389162561576,0.02032019704433497,2259,152,1472,0.4,194.4,129.6,903.6,1355.4,954.6,969310,3469,0.00357883442861416,133,850,0.44273399014778325,0.08189655172413793,0.5233990147783252,0.042263938734736856,0.02207792207792208,0.09359605911330049,0.03469,0.042263938734736856,69
06085505500,50560,1597,56,386,819,265,71,251,648,644,54,306,598,318,375,52,46,20,43,20,31,15,29,48,86,92,220,239,109,197,350,2225,146,21,8,27,0,15,8,1334,40,341,953,"list(list(c(-121.97028, -121.96866, -121.96868, -121.9649, -121.959464, -121.95935, -121.95713, -121.95437, -121.95221, -121.95122, -121.95295, -121.9545, -121.95929, -121.96011, -121.96424, -121.9666, -121.96975, -121.97028, 37.34281, 37.34632, 37.35228, 37.35227, 37.352276, 37.35228, 37.35228, 37.3474, 37.34817, 37.34634, 37.34452, 37.34389, 37.34368, 37.34363, 37.34236, 37.34162, 37.34063, 37.34281)))",0.03506574827802129,0.15716969317470256,0.03256105197244834,2079,79,1518,0.4,571.8,381.2000000000001,831.6,1247.4,977.6,1017874,4130,0.00405747666214089,161,895,0.4339386349405135,0.1008140262993112,0.5604257983719474,0.05237594843323511,0.06561797752808989,0.049467752035065746,0.0413,0.05237594843323511,84
06085506000,56538,1762,0,478,898,260,126,254,735,617,156,406,624,301,431,27,11,41,7,0,23,71,28,69,61,134,233,246,110,252,449,2590,90,0,0,67,0,0,38,304,17,3,284,"list(list(c(-121.96975, -121.9666, -121.96424, -121.96011, -121.95929, -121.9545, -121.95295, -121.95232, -121.95139, -121.95495, -121.95852, -121.95912, -121.96007, -121.96434, -121.9664, -121.9675, -121.96773, -121.96773, -121.96782, -121.96975, 37.34063, 37.34162, 37.34236, 37.34363, 37.34368, 37.34389, 37.34452, 37.34347, 37.34167, 37.3404, 37.33687, 37.33616, 37.33501, 37.32989, 37.32743, 37.32865, 37.32988, 37.33498, 37.33573, 37.34063)))",0,0.1441543700340522,0.01532349602724177,2500,105,1657,0.4,170.4,113.6,1000,1500,1090,1012176,5663,0.00559487678032278,86,1057,0.41543700340522133,0.04880817253121453,0.5998864926220204,0.024519210014150982,0.03474903474903475,0.05959137343927355,0.05663,0.024519210014150982,43
06085512039,41778,1451,93,143,522,465,228,171,336,683,261,150,366,226,709,7,40,20,25,38,11,22,43,23,49,88,250,203,62,284,286,2846,103,11,24,50,20,0,23,578,49,89,440,"list(list(c(-121.80103, -121.799178, -121.796481, -121.793997, -121.791947, -121.781191, -121.769559, -121.770716, -121.777991, -121.786095, -121.792408, -121.80249, -121.80103, 37.25664, 37.257136, 37.257159, 37.255545, 37.254441, 37.24854, 37.242067, 37.242042, 37.240985, 37.245854, 37.249631, 37.255625, 37.25664)))",0.06409372846312887,0.11784975878704342,0.00482425913163335,2743,128,1323,0.4,264,176,1097.2,1645.8,1200.2,858356,578,6.733802757830084e-4,92,835,0.6443831840110269,0.06340454858718125,0.5754651964162646,0.03242882815631503,0.03619114546732256,0.08821502412129566,0.00578,0.03242882815631503,47
06085507701,86284,1326,81,238,561,328,118,377,455,383,111,299,421,237,369,28,73,10,21,39,0,29,8,19,40,19,90,97,101,225,527,1629,104,0,21,9,0,0,0,3325,512,350,2463,"list(list(c(-122.064049, -122.063098, -122.061006, -122.0623, -122.06221, -122.060311, -122.060476, -122.061457, -122.06179, -122.059939, -122.060192, -122.059609, -122.061245, -122.063791, -122.063841, -122.06046, -122.05618, -122.05496, -122.05279, -122.04606, -122.04153, -122.03237, -122.03234, -122.03234, -122.03291, -122.04144, -122.04964, -122.05884, -122.05919, -122.06063, -122.06338, -122.064049, 37.312956, 37.315509, 37.314816, 37.317547, 37.319415, 37.321212, 37.322179, 37.322881, 37.324833, 
37.326712, 37.328532, 37.32936, 37.331495, 37.333073, 37.333237, 37.33202, 37.32862, 37.32723, 37.32281, 37.32278, 37.3228, 37.3228, 37.315625, 37.31556, 37.3156, 37.31557, 37.31555, 37.31553, 37.31427, 37.31361, 37.31271, 37.312956)))",0.06108597285067873,0.28431372549019607,0.02111613876319758,1525,30,1296,0.4,1477.8,985.2,610,915,714,1010379,3843,0.00380352323237121,132,950,0.45701357466063347,0.09954751131221719,0.7164404223227753,0.0517034583365686,0.06384284837323512,0.02262443438914027,0.03843,0.0517034583365686,69
06085503711,26613,1057,50,148,290,207,362,159,269,286,343,95,106,116,740,12,38,5,56,59,10,17,45,62,72,110,119,118,137,136,61,2312,25,0,10,3,0,9,23,306,71,35,200,"list(list(c(-121.852651, -121.846795, -121.840765, -121.838531, -121.837878, -121.837798, -121.838539, -121.841367, -121.843745, -121.846326, -121.849307, -121.8513, -121.852121, -121.852651, 37.34985, 37.352655, 37.355521, 37.355648, 37.354077, 37.352481, 37.349971, 37.347113, 37.345233, 37.343204, 37.346312, 37.348338, 37.349297, 37.34985)))",0.04730368968779565,0.15042573320719016,0.01135288552507095,2287,45,1012,0.4,120,80,914.8,1372.1999999999998,939.8,957438,4667,0.00487446706731924,111,452,0.8098391674550615,0.10501419110690634,0.42762535477767266,0.05460665000069372,0.010813148788927335,0.04257332071901608,0.04667,0.05460665000069372,58
06085504506,60914,2199,118,712,1022,275,72,564,889,677,69,247,615,505,832,114,17,81,123,37,37,107,15,0,57,75,340,145,278,356,417,2565,185,18,38,83,0,0,0,2097,817,75,1205,"list(list(c(-121.922948, -121.922569, -121.917265, -121.912652, -121.911988, -121.911489, -121.910382, -121.908932, -121.908621, -121.910847, -121.911662, -121.914437, -121.914195, -121.914478, -121.919168, -121.919898, -121.922671, -121.922948, 37.45505, 37.455538, 37.458391, 37.46065, 37.459536, 37.457493, 37.45251, 37.446668, 37.44626, 37.445902, 37.445929, 37.445767, 37.440863, 37.439959, 37.440038, 37.440032, 37.453645, 37.45505)))",0.05366075488858572,0.25648021828103684,0.05184174624829468,2380,139,2060,0.4,723,482,952,1428,1137,933430,2483,0.00266008163440215,335,1196,0.6080036380172806,0.1523419736243747,0.5438835834470214,0.07997414339626005,0.07212475633528265,0.06321055025011368,0.02483,0.07997414339626005,176
06085503321,36989,1124,36,87,361,181,459,148,287,366,323,81,253,176,614,20,11,12,11,37,18,10,12,39,22,54,112,143,47,219,357,2437,76,9,18,0,9,10,21,742,33,211,498,"list(list(c(-121.817439, -121.805913, -121.800618, -121.798894, -121.798301, -121.796957, -121.800474, -121.807759, -121.808441, -121.809591, -121.812686, -121.813986, -121.81411, -121.817439, 37.337819, 37.341519, 37.335547, 37.330449, 37.328667, 37.324918, 37.325583, 37.324034, 37.323855, 37.326624, 37.331139, 37.332913, 37.333091, 37.337819)))",0.03202846975088968,0.13167259786476868,0.01779359430604982,2361,67,1057,0.4,298.8,199.2,944.4,1416.6,1020.4,879154,996,0.0011329073177168,54,766,0.702846975088968,0.04804270462633452,0.6814946619217082,0.02420020509568211,0.031185884283955682,0.059608540925266906,0.00996,0.02420020509568211,27
06085509901,106528,741,47,118,377,153,46,168,301,233,39,161,247,139,194,24,0,6,6,0,27,13,27,0,25,30,36,23,95,73,356,906,100,0,0,8,0,0,3,4474,219,97,4158,"list(list(c(-122.09597, -122.09594, -122.09525, -122.08702, -122.08644, -122.077906, -122.07788, -122.078072, -122.077855, -122.077854, -122.07786, -122.07786, -122.082308, -122.08698, -122.087098, -122.088973, -122.09428, -122.09603, -122.09597, 37.37076, 37.37368, 37.37335, 37.37355, 37.37364, 37.373449, 37.37156, 37.37036, 37.366812, 37.366125, 37.36582, 37.3651, 37.364635, 37.36502, 37.365952, 37.366841, 37.36686, 37.366898, 37.37076)))",0.06342780026990553,0.22672064777327935,0.03238866396761133,806,11,730,0.4,2494.7999999999997,1663.2,322.40000000000003,483.6,422.4,978122,8244,0.00842839645770159,36,547,0.4493927125506073,0.048582995951417005,0.738191632928475,0.02434122375944979,0.11037527593818984,0.014844804318488529,0.08244,0.02434122375944979,18
06085504805,48856,2957,173,1137,1119,434,94,451,1117,1097,292,800,1130,507,520,46,60,100,85,48,19,123,78,91,126,222,320,406,243,390,600,4440,142,156,0,296,0,0,67,821,112,293,416,"list(list(c(-122.01289, -122.006109, -122.00479, -121.995782, -121.99576, -121.99571, -121.995663, -121.995584, -121.995505, -121.99566, -122.00564, -122.00784, -122.007907, -122.009834, -122.009982, -122.008795, -122.012805, -122.00945, -122.010252, -122.01289, 37.40614, 37.407689, 37.407976, 37.409928, 37.40933, 37.40333, 37.400113, 37.399719, 37.399351, 37.39936, 37.39907, 37.39964, 37.396634, 37.396637, 37.396092, 37.394681, 37.395558, 37.40574, 37.406314, 37.40614)))",0.05850524179912073,0.15251944538383497,0.01555630706797429,4298,519,2438,0.4,249.6,166.4,1719.2,2578.8,1861.2,1003271,5969,0.00594953905774212,291,1639,0.3473114643219479,0.09841055123435914,0.5542779844436929,0.05105157865624605,0.03198198198198198,0.17551572539736218,0.05969,0.05105157865624605,151
06085509600,82976,1595,91,739,570,177,18,251,686,563,95,526,505,389,175,65,13,17,10,12,99,7,0,15,43,97,72,72,149,170,754,2177,174,52,31,170,0,0,61,9167,1299,162,7706,"list(list(c(-122.087967, -122.08662, -122.08335, -122.082194, -122.06857, -122.0686, -122.07143, -122.07291, -122.07648, -122.07838, -122.07909, -122.08075, -122.08397, -122.08831, -122.087967, 37.388594, 37.39043, 37.39556, 37.396917, 37.39148, 37.39116, 37.392, 37.38969, 37.391094, 37.38809, 37.38673, 37.38412, 37.3857, 37.38784, 37.388594)))",0.05705329153605015,0.1573667711598746,0.04075235109717868,2003,314,1281,0.4,4623.5999999999995,3082.4,801.2,1201.8,975.2,986023,22812,0.02313536296820662,105,1145,0.35360501567398117,0.06583072100313479,0.7178683385579937,0.03327107595477682,0.0799265043638034,0.19686520376175548,0.22812,0.03327107595477682,53
06085508101,112115,2332,42,593,1219,307,171,392,1033,807,100,438,524,486,884,31,20,26,0,88,11,44,35,58,26,111,56,151,72,428,1175,3005,66,0,0,0,0,15,13,3950,262,571,3117,"list(list(c(-122.03239, -122.030437, -122.019764, -122.01833, -122.016433, -122.01416, -122.014194, -122.01425, -122.0141, -122.02318, -122.03237, -122.03244, -122.03239, 37.33761, 37.337631, 37.337704, 37.33771, 37.337726, 37.33774, 37.332727, 37.3304, 37.32287, 37.32285, 37.3228, 37.33424, 37.33761)))",0.01801029159519725,0.1680960548885077,0.01329331046312178,2939,28,2304,0.4,1870.2,1246.8000000000002,1175.6,1763.4,1241.6,1000706,7986,0.00798036586170163,77,1826,0.5874785591766724,0.0330188679245283,0.78301886792452835,0.016022788279433337,0.021963394342762062,0.012006861063464836,0.07986,0.016022788279433337,37
06085503509,32250,894,12,73,284,236,289,74,179,390,251,54,133,140,567,0,30,17,3,12,16,20,5,23,63,138,133,78,92,146,118,2073,20,0,0,36,0,0,49,404,11,16,377,"list(list(c(-121.811629, -121.805898, -121.803982, -121.804028, -121.801604, -121.801411, -121.799906, -121.79703, -121.794856, -121.790636, -121.796091, -121.798254, -121.802402, -121.808585, -121.808863, -121.811132, -121.811629, 37.347889, 37.351776, 37.354659, 37.355428, 37.355527, 37.353548, 37.352573, 37.350594, 37.349101, 37.346218, 37.343429, 37.344871, 37.347693, 37.344549, 37.34474, 37.347343, 37.347889)))",0.0134228187919463,0.08277404921700224,0,2053,85,809,0.4,226.2,150.8,821.2,1231.8,841.2,855427,1438,0.00168103181218268,50,434,0.79082774049217,0.05592841163310962,0.4854586129753915,0.028408298823874228,0.00964785335262904,0.09507829977628636,0.01438,0.028408298823874228,25
06085504504,52773,3644,178,1270,1721,441,34,668,1358,1310,308,626,1158,861,999,128,152,24,17,15,102,28,114,40,91,270,298,315,204,680,1166,5091,107,44,24,183,70,23,107,15850,7047,3141,5662,"list(list(c(-121.916331, -121.911102, -121.910217, -121.909178, -121.908941, -121.907779, -121.906007, -121.89952, -121.892618, -121.88835, -121.883736, -121.883288, -121.880261, -121.880043, -121.881155, -121.884349, -121.884247, -121.889121, -121.894153, -121.894278, -121.904076, -121.905311, -121.910812, -121.912926, -121.914758, -121.916331, 37.425596, 37.427071, 37.427734, 37.429923, 37.43008, 37.430965, 37.431545, 37.43223, 37.433704, 37.43465, 37.42577, 37.424756, 37.414516, 37.41384, 37.411513, 
37.409668, 37.409261, 37.407738, 37.410209, 37.410265, 37.415329, 37.415643, 37.415802, 37.415552, 37.420945, 37.425596)))",0.04884742041712404,0.18331503841931945,0.03512623490669594,4984,451,3193,0.4,3397.2,2264.8,1993.6,2990.3999999999996,2100.6000000000004,930195,15851,0.0170405130107128,321,2365,0.5104281009879253,0.08809001097694841,0.6490120746432492,0.045304520668320594,0.021017481830681594,0.12376509330406148,0.15851,0.045304520668320594,165
06085503112,30730,1531,276,537,463,128,127,311,719,306,195,548,448,187,348,113,113,30,86,96,80,73,95,38,153,75,128,191,119,63,78,2149,50,89,0,56,0,0,94,910,373,80,457,"list(list(c(-121.880289, -121.867889, -121.866099, -121.865791, -121.865626, -121.865281, -121.861884, -121.86217, -121.869542, -121.874022, -121.877622, -121.878607, -121.880289, 37.322706, 37.328572, 37.326667, 37.325691, 37.325769, 37.325215, 37.32168, 37.32151, 37.318143, 37.316377, 37.320026, 37.321015, 37.322706)))",0.18027433050293928,0.2031352057478772,0.07380796864794252,2099,239,1292,0.4,274.2,182.8,839.6,1259.4,889.6,964029,17842,0.01850774198701491,342,451,0.34944480731548005,0.22338340953625083,0.294578706727629,0.11766296823524519,0.023266635644485806,0.15610711952971915,0.17842,0.11766296823524519,180
06085508202,60586,2628,77,660,1331,328,232,516,960,987,165,373,838,664,753,50,11,46,10,52,0,0,142,35,158,71,135,182,300,400,1036,3732,343,55,22,56,0,0,0,1266,46,137,1083,"list(list(c(-122.01417, -122.01415, -122.01417, -122.01407, -122.01407, -122.01241, -122.008, -122.00494, -122.004952, -122.001736, -122.00097, -122.000473, -122.000319, -121.99927, -121.99633, -121.9963, -121.99571, -121.99564, -121.995608, -121.99557, -121.99554, -122.002386, -122.0071, -122.009098, -122.01416, -122.01417, 37.3414, 37.34544, 37.34676, 37.35209, 37.35217, 37.35222, 37.35211, 37.3521, 37.351838, 37.352146, 37.35216, 37.35217, 37.352173, 37.35218, 37.35218, 37.35157, 37.34834, 37.34547, 
37.341463, 37.3396, 37.33787, 37.337801, 37.33777, 37.337409, 37.33774, 37.3414)))",0.02929984779299847,0.1963470319634703,0.01902587519025875,3389,133,2495,0.4,649.8,433.2000000000001,1355.6,2033.4,1698.6,1002271,27704,0.02764122677399625,117,1918,0.539193302891933,0.04452054794520548,0.7298325722983258,0.021777701208135384,0.09190782422293677,0.05060882800608828,0.27704,0.021777701208135384,57
06085508704,72363,3010,363,1191,1122,209,125,232,1389,1090,299,799,1060,696,455,61,36,46,70,24,55,6,26,62,53,219,261,273,333,521,964,4799,127,187,55,212,74,0,80,24027,7721,1180,15126,"list(list(c(-122.03214, -122.02668, -122.021098, -122.01875, -122.0171, -122.01596, -122.01497, -122.01242, -122.00802, -122.00289, -122.000489, -121.9992, -121.995826, -121.99593, -121.986976, -121.98697, -121.986969, -121.986896, -121.986926, -121.987317, -121.995917, -121.9961, -121.9963, -122.00095, -122.011262, -122.01376, -122.01758, -122.02047, -122.02842, -122.0336, -122.03214, 37.38419, 37.38304, 37.381789, 37.38042, 37.38531, 37.38609, 37.38878, 37.38823, 37.3883, 37.38842, 37.388476, 37.38838, 
37.388426, 37.391065, 37.388448, 37.37778, 37.37758, 37.37407, 37.371817, 37.370381, 37.370305, 37.370531, 37.37054, 37.37086, 37.372927, 37.37344, 37.37432, 37.37527, 37.37786, 37.37957, 37.38419)))",0.12059800664451828,0.07707641196013289,0.02026578073089701,4672,608,2402,0.4,9075.6,6050.4000000000005,1868.8,2803.2,1995.8,1030505,24357,0.02363598429896022,213,2091,0.3823920265780731,0.0707641196013289,0.6946843853820598,0.03590051222974511,0.026463846634715564,0.2019933554817276,0.24357,0.03590051222974511,108
06085503313,49345,1314,11,111,451,487,254,222,321,518,253,61,357,306,590,17,9,22,0,0,21,16,0,55,48,83,105,91,78,287,482,2307,48,0,11,19,0,0,33,198,24,4,170,"list(list(c(-121.785202, -121.781683, -121.780624, -121.779255, -121.778558, -121.774943, -121.773969, -121.772534, -121.771788, -121.770946, -121.768519, -121.768207, -121.766114, -121.765087, -121.766354, -121.766101, -121.766189, -121.766612, -121.770599, -121.782141, -121.78219, -121.782235, -121.782847, -121.785202, 37.338684, 37.339398, 37.339348, 37.338576, 37.33832, 37.335641, 37.334999, 37.333772, 37.331855, 37.332119, 37.331128, 37.331482, 37.331802, 37.332188, 37.330291, 37.328732, 37.328134, 
37.327554, 37.325765, 37.324967, 37.327404, 37.329627, 37.33173, 37.338684)))",0.00837138508371385,0.1689497716894977,0.01293759512937595,2259,63,1251,0.4,102,68,903.6,1355.4,951.6,822645,1137,0.00138212716299254,48,938,0.6818873668188736,0.0365296803652968,0.7138508371385084,0.01803514675862818,0.02080624187256177,0.04794520547945205,0.01137,0.01803514675862818,24
06085503217,33215,1132,24,188,487,248,185,159,301,386,286,77,135,223,697,85,8,0,36,11,82,52,60,48,80,100,249,55,106,67,93,2233,70,16,0,25,0,19,54,213,9,7,197,"list(list(c(-121.834225, -121.834086, -121.833214, -121.829542, -121.827695, -121.827009, -121.824947, -121.82368, -121.823476, -121.82688, -121.827859, -121.831588, -121.833004, -121.834138, -121.83413, -121.834225, 37.28867, 37.292182, 37.293421, 37.289727, 37.287606, 37.286818, 37.284447, 37.282983, 37.282388, 37.282531, 37.282625, 37.283488, 37.283623, 37.283926, 37.284835, 37.28867)))",0.02120141342756184,0.14045936395759717,0.07508833922261485,2163,114,1018,0.4,118.2,78.80000000000001,865.2,1297.8,935.2,889396,3491,0.0039251357100774,129,321,0.8127208480565371,0.11395759717314488,0.2835689045936396,0.05941105255378981,0.03134796238244514,0.10070671378091872,0.03491,0.05941105255378981,67
06085503508,24366,1341,57,175,434,293,382,149,224,456,512,110,135,197,899,39,21,72,61,87,57,30,10,0,48,87,189,216,136,155,133,3319,15,0,8,10,0,57,26,358,43,39,276,"list(list(c(-121.816801, -121.812175, -121.808557, -121.805078, -121.804028, -121.803982, -121.805898, -121.811629, -121.814298, -121.815066, -121.819147, -121.816801, 37.357734, 37.360885, 37.357614, 37.356007, 37.355428, 37.354659, 37.351776, 37.347889, 37.350818, 37.351667, 37.356142, 37.357734)))",0.04250559284116331,0.1111111111111111,0.029082774049217,3304,101,1240,0.4,165.6,110.4,1321.6,1982.4,1336.6,873018,1896,0.00217177652694446,193,640,0.8173005219985086,0.14392244593586875,0.4772557792692021,0.0754792168798614,0.004519433564326604,0.07531692766592095,0.01896,0.0754792168798614,101
06085504507,42367,1785,95,339,589,410,352,448,494,605,238,190,459,279,857,59,67,49,35,53,22,21,9,12,21,149,225,258,87,323,395,2759,96,0,9,31,13,0,17,1322,163,82,1077,"list(list(c(-121.919168, -121.914478, -121.914195, -121.914437, -121.911662, -121.910847, -121.908621, -121.906625, -121.909179, -121.908358, -121.906007, -121.907779, -121.908941, -121.909178, -121.910217, -121.911102, -121.916331, -121.918201, -121.919898, -121.919168, 37.440038, 37.439959, 37.440863, 37.445767, 37.445929, 37.445902, 37.44626, 37.444654, 37.442582, 37.440754, 37.431545, 37.430965, 37.43008, 37.429923, 37.427734, 37.427071, 37.425596, 37.430066, 37.440032, 37.440038)))",0.05322128851540616,0.25098039215686274,0.03305322128851541,2663,70,1715,0.4,646.1999999999999,430.8,1065.2,1597.8,1161.2,1009933,2076,0.00205558190493824,210,1063,0.6364145658263305,0.11764705882352941,0.5955182072829132,0.06142302781333501,0.034795215657847045,0.0392156862745098,0.02076,0.06142302781333501,110
