GEOID,med_incomeE,total_hhsE,no_veh_hhE,one_veh_hhE,two_veh_hhE,three_veh_hhE,fourmore_veh_hhE,no_worker_hhE,one_worker_hhE,two_worker_hhE,threemore_worker_hhE,hh_1personE,hh_2personE,hh_3personE,hh_4person_plusE,inc_lt_10kE,inc_btw_10k_15kE,inc_btw_15k_20kE,inc_btw_20k_25kE,inc_btw_25k_30kE,inc_btw_30k_35kE,inc_btw_35k_40kE,inc_btw_40k_45kE,inc_btw_45k_50kE,inc_btw_50k_60kE,inc_btw_60k_75kE,inc_btw_75k_100kE,inc_btw_100k_125kE,inc_btw_125k_150kE,inc_btw_150k_200kE,inc_gt_200kE,total_jobs,basic_jobs,retail_jobs,service_jobs,WFH_jobs,total_emp,basic_emp,retail_emp,service_emp,WFH_emp,geometry
06085503803,31128,1368,27,145,691,354,151,211,412,480,265,93,430,315,530,70,26,54,0,25,31,90,46,7,102,104,109,127,139,172,266,741,15,8,718,19,2555,888,202,1465,639,"list(list(c(-121.857044, -121.856632, -121.853014, -121.850069, -121.848463, -121.843868, -121.842333, -121.842105, -121.843794, -121.842253, -121.845148, -121.847343, -121.851915, -121.853339, -121.854957, -121.857932, -121.857044, 37.38137, 37.383046, 37.385517, 37.388262, 37.388638, 37.389779, 37.390448, 37.389239, 37.386121, 37.383828, 37.381863, 37.380423, 37.378752, 37.377738, 37.376986, 37.379922, 37.38137)))"
06085506503,40500,2721,356,833,1139,179,214,704,799,986,232,983,969,297,472,76,120,159,113,149,198,92,16,58,72,187,226,251,237,329,438,2263,173,222,1868,453,3011,853,239,1919,871,"list(list(c(-121.96071, -121.96057, -121.960657, -121.96082, -121.9498, -121.94978, -121.94975, -121.94968, -121.94967, -121.95276, -121.9545, -121.95557, -121.9572, -121.96046, -121.96096, -121.96071, 37.28693, 37.28838, 37.290881, 37.29415, 37.29415, 37.29065, 37.28702, 37.28068, 37.27793, 37.27365, 37.27487, 37.27774, 37.27977, 37.28299, 37.28435, 37.28693)))"
06085512307,58378,2412,27,572,1068,524,221,603,1014,633,162,464,976,222,750,62,0,28,87,29,110,56,43,14,99,126,300,178,268,336,676,1444,532,144,768,212,3356,1109,270,1977,794,"list(list(c(-121.65773, -121.649139, -121.648061, -121.64617, -121.64084, -121.63771, -121.636878, -121.63979, -121.64072, -121.635526, -121.630647, -121.623215, -121.61835, -121.616755, -121.616454, -121.61481, -121.62765, -121.62941, -121.630393, -121.63451, -121.63605, -121.63757, -121.639401, -121.64128, -121.64546, -121.64631, -121.649297, -121.64998, -121.65141, -121.653108, -121.656323, -121.65773, 37.10601, 37.110712, 37.111306, 37.11239, 37.11377, 37.11501, 37.113473, 37.11187, 37.11097, 
37.107752, 37.104689, 37.100054, 37.097, 37.095637, 37.095273, 37.09259, 37.0876, 37.08847, 37.088709, 37.08843, 37.08867, 37.08936, 37.091256, 37.09254, 37.09305, 37.0942, 37.098369, 37.09933, 37.10137, 37.102617, 37.104944, 37.10601)))"
06085502902,65054,2812,92,477,1381,460,402,681,770,1036,325,467,1029,543,773,34,0,46,29,70,32,58,0,143,110,144,202,185,170,500,1089,1456,70,679,707,247,3828,1205,263,2360,1198,"list(list(c(-121.923501, -121.922505, -121.922455, -121.920662, -121.920441, -121.918051, -121.913469, -121.913413, -121.910916, -121.910076, -121.909737, -121.908322, -121.906793, -121.906716, -121.905793, -121.905275, -121.904661, -121.907917, -121.908271, -121.914916, -121.920907, -121.922321, -121.922322, -121.922224, -121.922137, -121.920843, -121.920843, -121.920896, -121.921484, -121.923231, -121.923501, 37.278353, 37.280932, 37.282627, 37.284382, 37.284553, 37.284656, 37.286703, 37.282126, 
37.278295, 37.277067, 37.27657, 37.274507, 37.272283, 37.272171, 37.270714, 37.269445, 37.267944, 37.266985, 37.266815, 37.264811, 37.261882, 37.261749, 37.267001, 37.267402, 37.267602, 37.270304, 37.271511, 37.273384, 37.274366, 37.277046, 37.278353)))"
06085511000,86097,2393,13,770,1079,437,94,331,1044,812,206,402,748,580,663,60,34,35,15,33,16,0,0,0,78,115,132,150,197,387,1141,816,95,113,608,185,3248,1053,127,2068,1455,"list(list(c(-122.13304, -122.12823, -122.1231, -122.121105, -122.113809, -122.11057, -122.11077, -122.11643, -122.12257, -122.12862, -122.13304, 37.43575, 37.44055, 37.4457, 37.446846, 37.439976, 37.43688, 37.43678, 37.43312, 37.42915, 37.43296, 37.43575)))"
06085512053,41508,1457,50,272,557,484,94,261,433,482,281,244,392,295,526,24,56,54,22,33,11,31,43,21,25,177,196,100,120,266,278,384,22,23,339,65,2409,692,212,1505,611,"list(list(c(-121.862397, -121.860267, -121.857941, -121.855891, -121.855561, -121.854426, -121.849509, -121.846752, -121.846773, -121.84916, -121.850801, -121.851128, -121.852889, -121.853872, -121.859787, -121.862723, -121.862397, 37.241656, 37.242261, 37.240472, 37.246194, 37.24712, 37.250315, 37.250512, 37.250573, 37.249968, 37.243298, 37.238782, 37.237301, 37.236921, 37.237161, 37.238528, 37.240049, 37.241656)))"
06085512503,55941,2639,59,283,1108,761,428,478,615,1031,515,279,781,426,1153,0,0,0,54,28,0,0,47,76,19,133,243,210,387,589,853,467,169,14,284,41,4806,1526,376,2904,1106,"list(list(c(-121.65735, -121.65659, -121.65611, -121.65488, -121.65327, -121.65018, -121.64184, -121.63983, -121.6347, -121.63215, -121.6311, -121.62328, -121.62072, -121.61663, -121.61523, -121.60485, -121.59763, -121.59739, -121.5974, -121.59801, -121.59808, -121.59917, -121.59962, -121.60794, -121.61094, -121.62576, -121.6266, -121.62695, -121.62827, -121.62841, -121.62996, -121.6364, -121.63736, -121.63733, -121.64411, -121.64507, -121.65077, -121.65267, -121.65617, -121.6571, -121.65735, 37.03347, 
37.03451, 37.03795, 37.04222, 37.04542, 37.04616, 37.04589, 37.04527, 37.04457, 37.04468, 37.04327, 37.04083, 37.04023, 37.04095, 37.04287, 37.03984, 37.03772, 37.03605, 37.03551, 37.028859, 37.02801, 37.01778, 37.01321, 37.01194, 37.0119, 37.011661, 37.01217, 37.01419, 37.01568, 37.01727, 37.01879, 37.02116, 37.02173, 37.0278, 37.02795, 37.02966, 37.02975, 37.03013, 37.02996, 37.03161, 37.03347)))"
06081613000,72308,1386,60,409,568,228,121,450,469,399,68,303,452,280,351,107,0,24,8,53,51,37,14,17,58,75,80,116,84,93,569,7168,1620,124,5424,4448,1512,385,69,1058,624,"list(list(c(-122.229133, -122.225205, -122.219269, -122.217513, -122.21734, -122.213629, -122.213841, -122.212185, -122.209028, -122.205713, -122.205668, -122.205441, -122.205045, -122.204909, -122.204771, -122.203823, -122.203007, -122.200505, -122.200592, -122.196999, -122.196925, -122.195375, -122.193119, -122.192723, -122.192374, -122.191536, -122.190139, -122.189803, -122.18961, -122.191325, -122.19084, -122.189919, -122.188294, -122.187915, -122.190267, -122.187194, -122.187557, -122.192365, 
-122.193839, -122.199439, -122.199466, -122.201113, -122.208609, -122.212182, -122.214286, -122.214828, -122.214553, -122.216049, -122.219465, -122.221004, -122.222136, -122.222748, -122.223534, -122.226582, -122.229133, 37.424295, 37.423523, 37.42898, 37.427859, 37.427426, 37.430779, 37.431491, 37.429938, 37.430597, 37.430134, 37.430144, 37.430393, 37.430175, 37.430046, 37.429822, 37.430422, 37.42998, 37.42864, 37.427546, 37.425346, 37.424496, 37.423754, 37.425318, 37.425593, 37.425835, 37.426378, 
37.428456, 37.428187, 37.427137, 37.425302, 37.424365, 37.423524, 37.422302, 37.420016, 37.418477, 37.416547, 37.414841, 37.413868, 37.412742, 37.41078, 37.411608, 37.411072, 37.413786, 37.416885, 37.417925, 37.418266, 37.418018, 37.418369, 37.41886, 37.419197, 37.419638, 37.419925, 37.420395, 37.422522, 37.424295)))"
06085507904,93707,1084,8,167,530,336,43,293,317,385,89,127,329,272,356,0,0,13,10,40,31,22,9,0,39,18,12,89,50,192,559,353,11,8,334,35,1761,637,96,1028,647,"list(list(c(-122.007852, -122.00761, -122.007422, -122.007409, -122.007352, -122.007094, -122.005506, -122.00296, -121.998111, -121.996325, -121.99654, -121.996749, -121.996232, -121.996787, -121.997126, -121.998147, -121.998214, -121.999816, -122.001097, -122.002317, -122.00277, -122.003433, -122.00468, -122.007685, -122.007745, -122.007852, 37.293338, 37.29437, 37.296332, 37.296419, 37.296627, 37.299143, 37.30365, 37.31023, 37.30973, 37.309617, 37.308519, 37.307029, 37.304271, 37.30181, 37.301413, 
37.300204, 37.29754, 37.296967, 37.296492, 37.295086, 37.294625, 37.293081, 37.29311, 37.293248, 37.29328, 37.293338)))"
06085505008,100752,3489,200,2160,1016,113,0,445,1761,1087,196,948,1487,711,343,201,76,0,0,20,54,58,82,19,54,48,304,395,623,582,973,15635,12948,98,2589,2057,4692,1992,211,2489,2327,"list(list(c(-121.960081, -121.957247, -121.954839, -121.950892, -121.947246, -121.94485, -121.94417, -121.938651, -121.937158, -121.936494, -121.934232, -121.934964, -121.939235, -121.939509, -121.936129, -121.940655, -121.941763, -121.944568, -121.9457, -121.949249, -121.95003, -121.950509, -121.950972, -121.951841, -121.952811, -121.952999, -121.953039, -121.954423, -121.957518, -121.95798, -121.960468, -121.960081, 37.409856, 37.411431, 37.410731, 37.408326, 37.408106, 37.40922, 37.409545, 37.41212, 
37.412509, 37.410682, 37.404635, 37.404422, 37.402128, 37.402027, 37.397375, 37.395672, 37.400277, 37.401018, 37.401029, 37.402895, 37.402974, 37.403502, 37.403761, 37.404025, 37.405027, 37.405616, 37.406302, 37.407506, 37.408911, 37.408478, 37.409359, 37.409856)))"
06085509303,74714,1734,237,885,549,63,0,474,655,505,100,682,696,183,173,105,77,68,50,67,51,8,38,40,16,166,87,104,146,229,482,347,14,8,325,38,2140,766,101,1273,1065,"list(list(c(-122.09514, -122.09399, -122.0925, -122.09181, -122.08873, -122.087529, -122.090301, -122.091312, -122.091716, -122.09367, -122.09747, -122.09514, 37.40691, 37.40892, 37.41152, 37.41135, 37.41012, 37.409711, 37.403056, 37.400534, 37.400694, 37.40147, 37.40298, 37.40691)))"
06085502500,83057,2369,62,556,1118,509,124,413,864,905,187,543,633,469,724,72,47,10,89,70,0,0,11,13,156,39,132,128,220,353,1029,971,92,49,830,107,3349,1075,280,1994,994,"list(list(c(-121.907398, -121.903038, -121.904945, -121.899032, -121.897347, -121.893307, -121.888277, -121.885671, -121.881748, -121.880716, -121.88085, -121.881242, -121.880689, -121.88769, -121.893698, -121.904174, -121.907398, 37.288647, 37.29063, 37.293416, 37.296014, 37.296742, 37.298483, 37.300673, 37.301719, 37.301725, 37.301094, 37.297481, 37.296039, 37.292242, 37.289843, 37.2877, 37.283966, 37.288647)))"
06085508703,80417,3163,96,1409,1201,286,171,473,1275,1117,298,625,1204,595,739,34,54,22,0,125,14,19,97,60,208,129,288,115,267,568,1163,448,83,79,286,88,4965,1925,253,2787,2314,"list(list(c(-122.0216, -122.02047, -122.01758, -122.01376, -122.011262, -122.00095, -121.9963, -121.99629, -121.996779, -121.996202, -121.99816, -122.001391, -122.002718, -122.00366, -122.006065, -122.00824, -122.01374, -122.015, -122.01726, -122.019581, -122.02305, -122.0216, 37.3717, 37.37527, 37.37432, 37.37344, 37.372927, 37.37086, 37.37054, 37.37022, 37.369952, 37.366893, 37.36689, 37.366827, 37.366803, 37.36679, 37.366762, 37.36675, 37.36666, 37.3666, 37.36667, 37.366845, 37.36733, 37.3717)))"
06085503214,23130,2349,177,651,1021,327,173,381,966,619,383,279,529,419,1122,139,194,196,86,89,128,103,138,33,63,285,364,188,128,108,107,2041,784,220,1037,76,3738,1211,318,2209,762,"list(list(c(-121.857671, -121.854948, -121.853757, -121.85317, -121.847654, -121.841878, -121.840148, -121.83926, -121.837626, -121.843005, -121.848266, -121.852545, -121.854348, -121.856608, -121.858388, -121.857671, 37.301118, 37.302993, 37.303725, 37.304259, 37.307959, 37.301953, 37.300129, 37.299202, 37.297714, 37.293995, 37.290365, 37.294625, 37.296535, 37.298844, 37.300657, 37.301118)))"
06085504416,52866,1089,20,187,419,239,224,222,389,320,158,114,296,186,493,9,0,20,9,16,28,9,0,17,60,69,163,51,128,166,344,1389,232,132,1025,305,2108,772,150,1186,602,"list(list(c(-121.883736, -121.881786, -121.880934, -121.877446, -121.875729, -121.870893, -121.870079, -121.869467, -121.867989, -121.867656, -121.874037, -121.875045, -121.880261, -121.883288, -121.883736, 37.42577, 37.426496, 37.426949, 37.423155, 37.424068, 37.425104, 37.424809, 37.423812, 37.419645, 37.419126, 37.416366, 37.416007, 37.414516, 37.424756, 37.42577)))"
06085507402,57887,1437,78,266,566,336,191,438,474,408,117,304,460,232,441,33,21,29,48,48,50,50,9,0,73,81,67,83,57,176,612,1347,69,138,1140,381,2059,763,120,1176,745,"list(list(c(-122.009317, -122.008874, -122.006279, -122.006109, -122.005962, -122.005879, -122.00581, -122.0057, -122.005879, -122.005926, -122.006078, -122.006256, -122.00627, -122.006153, -122.006029, -122.005534, -122.005245, -122.005017, -122.004702, -122.002834, -122.003433, -121.994716, -121.992147, -121.994986, -121.996469, -121.99951, -121.99852, -121.99565, -121.994466, -121.994392, -121.994313, -121.994364, -121.994359, -121.989675, -121.989608, -121.989497, -121.99427, -121.994069, -121.993729, 
-122.00063, -122.003033, -122.00564, -122.00765, -122.009862, -122.009317, 37.278666, 37.279683, 37.282241, 37.283594, 37.284088, 37.284242, 37.284648, 37.285143, 37.285482, 37.285533, 37.285638, 37.285967, 37.286105, 37.286368, 37.286462, 37.286703, 37.286807, 37.286923, 37.287293, 37.291801, 37.293081, 37.29209, 37.291635, 37.289042, 37.287701, 37.28467, 37.28403, 37.28688, 37.287062, 37.283289, 37.280536, 37.280345, 37.28012, 37.280227, 37.278641, 37.276231, 37.27608, 37.272243, 37.271107, 37.27338, 
37.274419, 37.2756, 37.27682, 37.278497, 37.278666)))"
06085508401,89167,2478,71,826,1042,262,277,488,976,860,154,591,517,540,830,74,25,57,56,18,123,23,54,0,72,75,115,208,149,402,1027,1678,266,416,996,235,3537,1255,197,2085,1559,"list(list(c(-122.064202, -122.063038, -122.062772, -122.061968, -122.05831, -122.05629, -122.05285, -122.04851, -122.04995, -122.05018, -122.05038, -122.05021, -122.05026, -122.05055, -122.05055, -122.05054, -122.05503, -122.06061, -122.061557, -122.06246, -122.063014, -122.063009, -122.062938, -122.06307, -122.064202, 37.367377, 37.366115, 37.367441, 37.368547, 37.374541, 37.37379, 37.3728, 37.37178, 37.36824, 37.36541, 37.36265, 37.35942, 37.3571, 37.35577, 37.3522, 37.35207, 37.35207, 37.35204, 
37.354068, 37.35618, 37.35955, 37.361237, 37.363604, 37.36494, 37.367377)))"
06001451101,66223,2630,37,413,923,756,501,317,934,1042,337,410,720,440,1060,58,14,0,9,11,24,52,44,55,68,160,205,167,141,549,1073,23097,8895,936,13266,10894,4332,1254,310,2768,1442,"list(list(c(-121.802276, -121.801506, -121.80113, -121.799119, -121.797659, -121.79615, -121.789506, -121.788401, -121.78581, -121.784132, -121.783539, -121.783253, -121.783014, -121.783012, -121.782881, -121.782653, -121.768075, -121.768095, -121.768099, -121.768068, -121.761169, -121.749937, -121.749703, -121.749722, -121.747967, -121.742411, -121.719109, -121.718943, -121.71879, -121.71878, -121.718682, -121.718592, -121.71807, -121.718795, -121.722954, -121.723874, -121.72436, -121.724279, -121.724166, 
-121.724163, -121.724238, -121.723966, -121.723165, -121.725242, -121.72561, -121.726525, -121.731925, -121.735129, -121.73652, -121.734905, -121.733131, -121.734618, -121.73544, -121.73928, -121.697169, -121.670362, -121.666262, -121.634472, -121.623307, -121.619362, -121.577005, -121.556997, -121.557038, -121.556959, -121.557032, -121.556661, -121.557145, -121.556959, -121.557034, -121.556958, -121.556957, -121.556857, -121.556655, -121.550454, -121.548355, -121.546854, -121.545754, -121.54328, 
-121.541833, -121.539425, -121.537079, -121.53619, -121.533616, -121.529897, -121.528817, -121.527894, -121.523862, -121.522328, -121.519134, -121.516749, -121.513674, -121.511509, -121.507883, -121.506368, -121.503403, -121.501475, -121.498268, -121.49958, -121.502371, -121.49994, -121.49987, -121.497232, -121.496676, -121.495382, -121.496017, -121.493183, -121.489381, -121.486593, -121.482065, -121.48074, -121.479362, -121.475897, -121.473761, -121.470938, -121.469214, -121.471198, -121.47106, 
-121.471925, -121.472648, -121.472952, -121.564355, -121.670399, -121.671262, -121.671606, -121.672405, -121.676714, -121.67921, -121.680865, -121.682774, -121.68394, -121.687633, -121.688683, -121.688173, -121.689355, -121.691144, -121.690987, -121.68863, -121.68675, -121.690969, -121.692309, -121.695171, -121.698247, -121.700467, -121.700706, -121.702435, -121.702509, -121.702073, -121.70115, -121.701447, -121.702282, -121.700329, -121.699519, -121.696399, -121.693544, -121.692133, -121.687652, 
-121.686897, -121.68437, -121.683613, -121.681221, -121.6827, -121.684763, -121.685282, -121.686943, -121.689571, -121.691734, -121.693157, -121.693701, -121.695747, -121.697719, -121.698067, -121.700668, -121.700797, -121.703124, -121.70752, -121.711526, -121.713687, -121.715478, -121.716705, -121.719956, -121.719873, -121.719423, -121.720772, -121.721059, -121.72197, -121.725572, -121.727182, -121.728271, -121.731152, -121.732294, -121.736082, -121.739876, -121.742322, -121.742324, -121.746619, 
-121.750028, -121.748493, -121.750523, -121.75264, -121.756469, -121.756085, -121.751233, -121.757446, -121.759112, -121.764838, -121.772366, -121.777818, -121.779836, -121.77993, -121.782694, -121.785064, -121.785864, -121.787891, -121.794307, -121.796165, -121.79825, -121.80174, -121.803108, -121.802276, 37.629466, 37.635036, 37.635518, 37.636918, 37.637532, 37.639766, 37.644469, 37.645148, 37.646617, 37.647639, 37.648108, 37.648501, 37.648691, 37.645332, 37.645278, 37.64519, 37.645195, 37.645319, 
37.653816, 37.65663, 37.656617, 37.656592, 37.661988, 37.670019, 37.66886, 37.665328, 37.665003, 37.665, 37.67977, 37.679853, 37.681106, 37.694423, 37.696943, 37.700207, 37.706514, 37.709128, 37.710601, 37.71701, 37.722331, 37.722414, 37.726917, 37.738975, 37.741593, 37.744378, 37.746189, 37.74736, 37.750201, 37.755158, 37.762352, 37.765632, 37.766952, 37.7687, 37.770626, 37.772122, 37.782692, 37.789427, 37.790427, 37.796996, 37.800119, 37.801222, 37.811527, 37.816488, 37.815988, 37.794734, 37.794733, 
37.756107, 37.746608, 37.743051, 37.707704, 37.703581, 37.664226, 37.635531, 37.542732, 37.539332, 37.535932, 37.535032, 37.532532, 37.531593, 37.530215, 37.529584, 37.529752, 37.52908, 37.528887, 37.527048, 37.52806, 37.527387, 37.526212, 37.524705, 37.524447, 37.525512, 37.524758, 37.525075, 37.524774, 37.525549, 37.525604, 37.525003, 37.522427, 37.52014, 37.51847, 37.516242, 37.515108, 37.512463, 37.509211, 37.508133, 37.504938, 37.502421, 37.502142, 37.501388, 37.501439, 37.499777, 37.496484, 
37.495272, 37.492777, 37.491183, 37.48936, 37.485034, 37.483317, 37.481783, 37.48217, 37.482333, 37.482433, 37.48274, 37.483842, 37.486402, 37.487347, 37.48966, 37.490023, 37.489771, 37.49048, 37.491853, 37.492729, 37.496062, 37.497072, 37.500255, 37.501607, 37.502938, 37.504098, 37.507393, 37.508955, 37.508161, 37.509347, 37.511986, 37.513107, 37.514123, 37.515055, 37.51735, 37.52019, 37.522179, 37.524953, 37.526769, 37.527298, 37.528418, 37.529894, 37.527863, 37.526232, 37.52505, 37.526348, 37.52708, 
37.526564, 37.526614, 37.528938, 37.53022, 37.532346, 37.533942, 37.538665, 37.541011, 37.544071, 37.546553, 37.550177, 37.551432, 37.552345, 37.552958, 37.556191, 37.558209, 37.559671, 37.564897, 37.564578, 37.566766, 37.567225, 37.569271, 37.571934, 37.573312, 37.574548, 37.576863, 37.577587, 37.577477, 37.578652, 37.580496, 37.581565, 37.58448, 37.585069, 37.587112, 37.586589, 37.587474, 37.59038, 37.591091, 37.594527, 37.595978, 37.59868, 37.600306, 37.600762, 37.601213, 37.602516, 37.603356, 
37.60432, 37.606994, 37.610499, 37.614384, 37.616857, 37.620559, 37.623131, 37.626031, 37.627251, 37.626256, 37.626331, 37.625997, 37.628102, 37.628644, 37.629466)))"
06085511911,61658,1863,34,463,686,307,373,423,700,650,90,423,677,372,391,111,0,33,13,0,61,40,0,73,80,189,115,164,153,209,622,1474,829,17,628,126,2433,693,187,1553,703,"list(list(c(-121.874926, -121.8714, -121.870913, -121.870037, -121.867378, -121.86625, -121.863464, -121.862397, -121.862723, -121.859787, -121.853872, -121.852889, -121.851128, -121.85057, -121.848431, -121.844546, -121.842853, -121.841024, -121.841242, -121.838714, -121.835166, -121.835346, -121.82972, -121.828327, -121.827767, -121.827341, -121.827295, -121.82735, -121.827994, -121.827975, -121.827938, -121.827154, -121.826071, -121.825789, -121.821879, -121.821268, -121.817846, -121.817246, -121.813325, 
-121.808975, -121.805698, -121.803662, -121.801088, -121.791675, -121.791861, -121.79116, -121.790968, -121.790727, -121.790672, -121.790686, -121.790487, -121.790398, -121.790315, -121.789725, -121.789484, -121.789223, -121.788876, -121.788587, -121.786263, -121.783494, -121.782424, -121.782227, -121.782914, -121.782703, -121.782588, -121.779174, -121.771307, -121.771334, -121.771002, -121.770862, -121.770934, -121.772762, -121.775662, -121.778225, -121.779561, -121.779761, -121.778574, -121.778209, 
-121.777062, -121.779151, -121.779669, -121.774473, -121.768661, -121.764893, -121.763136, -121.763458, -121.761822, -121.759391, -121.760106, -121.76169, -121.761182, -121.761627, -121.765438, -121.763847, -121.764046, -121.764479, -121.764918, -121.765926, -121.766157, -121.76686, -121.766968, -121.767417, -121.767819, -121.768158, -121.770084, -121.770342, -121.770898, -121.770829, -121.771625, -121.772263, -121.772785, -121.773259, -121.773767, -121.773403, -121.772984, -121.773093, -121.774494, 
-121.776155, -121.776218, -121.77838, -121.782041, -121.784301, -121.782666, -121.782447, -121.779818, -121.781823, -121.784329, -121.785751, -121.785257, -121.784695, -121.786115, -121.788081, -121.791596, -121.794823, -121.795386, -121.796251, -121.796643, -121.797125, -121.798627, -121.799777, -121.802384, -121.803496, -121.801999, -121.800915, -121.798725, -121.799347, -121.801953, -121.802866, -121.804999, -121.807921, -121.811235, -121.813238, -121.813414, -121.814766, -121.814497, -121.815771, 
-121.815577, -121.816816, -121.817205, -121.823771, -121.820767, -121.823335, -121.823527, -121.822882, -121.821049, -121.823074, -121.826672, -121.829329, -121.831363, -121.836957, -121.837018, -121.834063, -121.830646, -121.829463, -121.82852, -121.825232, -121.824399, -121.820676, -121.816312, -121.816153, -121.816092, -121.818648, -121.824561, -121.823073, -121.82492, -121.824835, -121.825634, -121.828926, -121.8285, -121.826531, -121.824127, -121.825725, -121.830297, -121.830971, -121.833177, 
-121.834709, -121.837898, -121.842087, -121.842953, -121.844792, -121.846699, -121.847702, -121.849556, -121.858138, -121.85979, -121.859755, -121.858703, -121.859773, -121.866945, -121.869389, -121.87037, -121.873015, -121.874762, -121.874926, 37.242606, 37.243272, 37.243307, 37.243253, 37.242606, 37.242339, 37.241686, 37.241656, 37.240049, 37.238528, 37.237161, 37.236921, 37.237301, 37.23559, 37.233603, 37.232256, 37.231587, 37.231208, 37.230554, 37.229559, 37.228191, 37.226734, 37.226234, 37.225894, 
37.2259, 37.225867, 37.226006, 37.226317, 37.226968, 37.227441, 37.227733, 37.227881, 37.228672, 37.22867, 37.228054, 37.229494, 37.227654, 37.228014, 37.226643, 37.226752, 37.224274, 37.224639, 37.225718, 37.225942, 37.224915, 37.224279, 37.224217, 37.224057, 37.223948, 37.22375, 37.223486, 37.223162, 37.223118, 37.222909, 37.222859, 37.222881, 37.222803, 37.222654, 37.220864, 37.219886, 37.218171, 37.218613, 37.220365, 37.220627, 37.220769, 37.224406, 37.221058, 37.218341, 37.218068, 37.217377, 
37.21633, 37.213142, 37.212243, 37.208188, 37.207244, 37.205144, 37.202815, 37.201086, 37.19865, 37.196894, 37.196428, 37.193175, 37.192145, 37.190324, 37.190997, 37.188508, 37.188032, 37.185574, 37.18304, 37.182238, 37.181659, 37.180841, 37.180332, 37.177507, 37.177535, 37.178057, 37.178382, 37.179646, 37.179649, 37.179278, 37.178355, 37.178196, 37.178731, 37.179092, 37.179819, 37.179565, 37.17968, 37.180213, 37.180368, 37.181137, 37.181121, 37.181346, 37.181407, 37.181753, 37.181901, 37.183247, 
37.182978, 37.183836, 37.182528, 37.183326, 37.182656, 37.180773, 37.181206, 37.179536, 37.179162, 37.17858, 37.179108, 37.178323, 37.175608, 37.17518, 37.173805, 37.17195, 37.172533, 37.171869, 37.172089, 37.172358, 37.172134, 37.171222, 37.171048, 37.168192, 37.16687, 37.165639, 37.164282, 37.160216, 37.157053, 37.155432, 37.156389, 37.154459, 37.15308, 37.152672, 37.152877, 37.153637, 37.152338, 37.151767, 37.150202, 37.148874, 37.14645, 37.143991, 37.142667, 37.13855, 37.143976, 37.145602, 37.146569, 
37.147052, 37.150107, 37.152887, 37.156612, 37.158513, 37.162445, 37.162374, 37.162602, 37.163748, 37.163643, 37.165184, 37.168548, 37.170846, 37.174501, 37.178261, 37.180239, 37.181724, 37.18329, 37.188635, 37.192719, 37.194291, 37.196616, 37.198297, 37.199358, 37.201436, 37.20155, 37.205419, 37.206849, 37.208741, 37.212468, 37.212655, 37.212239, 37.212091, 37.214365, 37.21639, 37.217251, 37.21964, 37.220391, 37.220574, 37.221279, 37.223484, 37.22343, 37.224202, 37.224452, 37.227344, 37.228968, 
37.229274, 37.229294, 37.235998, 37.241267, 37.242606)))"
