fromId,toId,bike_time
06085504806,06085508503,49
06085504806,06085500500,93
06085504806,06085509108,51
06085504806,06085510801,104
06085504806,06085511701,103
06085504806,06085506202,109
06085504806,06085506601,107
06085504806,06085507703,107
06085504806,06085506203,83
06085504806,06085505006,64
06085504806,06085507805,79
06085504806,06085506101,72
06085504806,06085502102,106
06085504806,06085505203,81
06085504806,06085508601,39
06085504806,06085504602,50
06085504806,06085509105,51
06085504806,06085505009,47
06085504806,06085505403,67
06085504806,06085504414,117
06085504806,06085504317,112
06085504806,06085508800,23
06085504806,06085508900,12
06085504806,06085508203,57
06085504806,06085505600,64
06085504806,06085508004,88
06085504806,06085507401,113
06085504806,06085501700,108
06085504806,06085502001,91
06085504806,06085507806,77
06085504806,06085508303,63
06085504806,06085500901,106
06085504806,06085502101,99
06085504806,06085505401,62
06085504806,06085506302,85
06085504806,06085500600,96
06085504806,06085507905,98
06085504806,06085504316,118
06085504806,06085508504,50
06085504806,06085505100,79
06085504806,06085511702,84
06085504806,06085510600,108
06085504806,06085509401,99
06085504806,06085504311,103
06085504806,06085509802,73
06085504806,06085510802,94
06085504806,06085506702,119
06085504806,06085511100,114
06085504806,06085507702,105
06085504806,06085510001,72
06085504806,06085510700,108
06085504806,06085500800,98
06085504806,06085511704,108
06085504806,06085510002,77
06085504806,06085501900,108
06085504806,06085502202,115
06085504806,06085506304,91
06085504806,06085510500,97
06085504806,06085504422,110
06085504806,06085509109,52
06085504806,06085511400,117
06085504806,06085505900,71
06085504806,06085509102,35
06085504806,06085508102,78
06085504806,06085506603,109
06085504806,06085501102,108
06085504806,06085508304,60
06085504806,06085509302,87
06085504806,06085508507,58
06085504806,06085502201,114
06085504806,06085506503,103
06085504806,06085511000,112
06085504806,06085507904,98
06085504806,06085505008,47
06085504806,06085509303,77
06085504806,06085508703,46
06085504806,06085507402,119
06085504806,06085508401,53
06085504806,06085502002,96
06085504806,06085500300,90
06085504806,06085505001,25
06085504806,06085504601,81
06085504806,06085511200,120
06085504806,06085506204,97
06085504806,06085501101,99
06085504806,06085509304,89
06085504806,06085501300,111
06085504806,06085508204,60
06085504806,06085504318,96
06085504806,06085510200,81
06085504806,06085510400,88
06085504806,06085505700,72
06085504806,06085510100,86
06085504806,06085505202,52
06085504806,06085508301,70
06085504806,06085504803,14
06085504806,06085505305,56
06085504806,06085509000,19
06085504806,06085505304,55
06085504806,06085501800,113
06085504806,06085505301,52
06085504806,06085507906,101
06085504806,06085506501,92
06085504806,06085504700,91
06085504806,06085505800,74
06085501502,06085512042,84
06085501502,06085503306,44
06085501502,06085503108,72
06085501502,06085503323,74
06085501502,06085503401,32
06085501502,06085512020,92
06085501502,06085503110,17
06085501502,06085512029,103
06085501502,06085503118,30
06085501502,06085503116,86
06085501502,06085504418,96
06085501502,06085511913,113
06085501502,06085503703,31
06085501502,06085503105,11
06085501502,06085503710,25
06085501502,06085503003,69
06085501502,06085508505,115
06085501502,06085503211,45
06085501502,06085500902,15
06085501502,06085506102,83
06085501502,06085501402,6
06085501502,06085512026,100
06085501502,06085500400,47
06085501502,06085503121,28
06085501502,06085502800,100
06085501502,06085506402,68
06085501502,06085506301,78
06085501502,06085512019,94
06085501502,06085506604,98
06085501502,06085503001,60
06085501502,06085512031,117
06085501502,06085506401,66
06085501502,06085501401,13
06085501502,06085503324,75
06085501502,06085503511,52
06085501502,06085504505,88
06085501502,06085512045,119
06085501502,06085512023,97
06085501502,06085503402,39
06085501502,06085504901,85
06085501502,06085503002,63
06085501502,06085503601,22
06085501502,06085504320,73
06085501502,06085505303,86
06085501502,06085503507,38
06085501502,06085507903,120
06085501502,06085506305,88
06085501502,06085506103,91
06085501502,06085512047,115
06085501502,06085503713,37
06085501502,06085504423,95
06085501502,06085505402,88
06085501502,06085504410,81
06085501502,06085503510,49
06085501502,06085511916,103
06085501502,06085503117,17
06085501502,06085512037,112
06085501502,06085503218,68
06085501502,06085503329,83
06085501502,06085506803,109
06085501502,06085500100,26
06085501502,06085503707,33
06085501502,06085503212,51
06085501502,06085503708,49
06085501502,06085503336,72
06085501502,06085508003,116
06085501502,06085503210,57
06085501502,06085501200,14
06085501502,06085502906,97
06085501502,06085501501,6
06085501502,06085501600,16
06085501502,06085503111,30
06085501502,06085503712,36
06085501502,06085506606,90
06085501502,06085504806,120
06085501502,06085501502,0
06085501502,06085507205,107
06085501502,06085503113,26
06085501502,06085503123,49
06085501502,06085504319,39
06085501502,06085506605,84
06085501502,06085505500,83
06085501502,06085506000,76
06085501502,06085512039,111
06085501502,06085503711,26
06085501502,06085503321,64
06085501502,06085503509,61
06085501502,06085504504,105
06085501502,06085503112,16
06085501502,06085508202,111
06085501502,06085503313,82
06085501502,06085503217,63
06085501502,06085503508,53
06085501502,06085503333,83
06085501502,06085504322,63
06085501502,06085501000,20
06085501502,06085502603,72
06085501502,06085503207,64
06085501502,06085505007,79
06085501502,06085500200,34
06085501502,06085508508,110
06085501502,06085504321,63
06085501502,06085505302,92
06085501502,06085506502,78
06085501502,06085503315,67
06085501502,06085504802,115
06085501502,06085500500,50
06085501502,06085512025,99
06085501502,06085504412,102
06085501502,06085507100,108
06085501502,06085506202,97
06085501502,06085502908,85
06085501502,06085504101,53
06085501502,06085506601,95
06085501502,06085503122,35
06085501502,06085512030,116
06085501502,06085511914,114
06085501502,06085507206,114
06085501502,06085506203,94
06085501502,06085505006,77
06085501502,06085506101,88
06085501502,06085502907,79
06085501502,06085502102,53
06085501502,06085505203,63
06085501502,06085504602,119
06085501502,06085502701,100
06085501502,06085505009,97
06085501502,06085504001,44
06085501502,06085512017,70
06085501502,06085503506,42
06085501502,06085506802,113
06085501502,06085506804,116
06085501502,06085505403,96
06085501502,06085503204,54
06085501502,06085504317,49
06085501502,06085502604,77
06085501502,06085505600,72
06085501502,06085508004,111
06085501502,06085507401,119
06085501502,06085503326,95
06085501502,06085512001,103
06085501502,06085503327,77
06085501502,06085512036,112
06085501502,06085503504,36
06085501502,06085501700,24
06085501502,06085502001,51
06085501502,06085502901,87
06085501502,06085500901,19
06085501502,06085502101,62
06085501502,06085512027,102
06085501502,06085503902,48
06085501502,06085504314,66
06085501502,06085511915,94
06085501502,06085512021,94
06085501502,06085505401,98
06085501502,06085502301,51
06085501502,06085506302,77
06085501502,06085506703,97
06085501502,06085506801,115
06085501502,06085500600,47
06085501502,06085502601,65
06085501502,06085504316,52
06085501502,06085512005,85
06085501502,06085502702,99
06085501502,06085505100,58
06085501502,06085506701,103
06085501502,06085504102,52
06085501502,06085504311,46
06085501502,06085504201,57
06085501502,06085503115,53
06085501502,06085512024,88
06085501502,06085503304,55
06085501502,06085506702,93
06085501502,06085500800,25
06085501502,06085504002,36
06085501502,06085504202,93
06085501502,06085512022,96
06085501502,06085502909,82
06085501502,06085501900,35
06085501502,06085502202,59
06085501502,06085506304,90
06085501502,06085507203,97
06085501502,06085512052,106
06085501502,06085503337,72
06085501502,06085503331,106
06085501502,06085503325,75
06085501502,06085505900,73
06085501502,06085503312,108
06085501502,06085503709,29
06085501502,06085508102,108
06085501502,06085506603,89
06085501502,06085501102,20
06085501502,06085511907,118
06085501502,06085508507,108
06085501502,06085502201,56
06085501502,06085503802,57
06085501502,06085503803,59
06085501502,06085506503,81
06085501502,06085502902,78
06085501502,06085512053,111
06085501502,06085507904,111
06085501502,06085505008,85
06085501502,06085502500,51
06085501502,06085508703,118
06085501502,06085503214,38
06085501502,06085504416,85
06085501502,06085507402,107
06085501502,06085503208,66
06085501502,06085502002,43
06085501502,06085500300,34
06085501502,06085504315,73
06085501502,06085505001,107
06085501502,06085502400,43
06085501502,06085503213,43
06085501502,06085506204,97
06085501502,06085502903,70
06085501502,06085501101,23
06085501502,06085503804,53
06085501502,06085501300,12
06085501502,06085502910,88
06085501502,06085508204,117
06085501502,06085504318,46
06085501502,06085503322,71
06085501502,06085502302,46
06085501502,06085512043,86
06085501502,06085504415,88
06085501502,06085505700,68
06085501502,06085504411,80
06085501502,06085504307,56
06085501502,06085503903,43
06085501502,06085505202,88
06085501502,06085505305,103
06085501502,06085503305,58
06085501502,06085503602,26
06085501502,06085505304,97
06085501502,06085504323,69
06085501502,06085501800,33
06085501502,06085505301,102
06085501502,06085506501,77
06085501502,06085505800,67
06085507205,06085503108,99
06085507205,06085503110,118
06085507205,06085503116,116
06085507205,06085511913,96
06085507205,06085503105,107
06085507205,06085503003,74
06085507205,06085508505,93
06085507205,06085500902,90
06085507205,06085506102,81
06085507205,06085501402,106
06085507205,06085500400,86
06085507205,06085503121,93
06085507205,06085502800,52
06085507205,06085506402,48
06085507205,06085506301,63
06085507205,06085506604,26
06085507205,06085503001,77
06085507205,06085506401,58
06085507205,06085501401,113
06085507205,06085508001,74
06085507205,06085503002,80
06085507205,06085508404,112
06085507205,06085505303,88
06085507205,06085507903,58
06085507205,06085506305,46
06085507205,06085507807,78
06085507205,06085506103,74
06085507205,06085505402,87
06085507205,06085511916,82
06085507205,06085503117,115
06085507205,06085507808,64
06085507205,06085506803,64
06085507205,06085500100,109
06085507205,06085508602,111
06085507205,06085508403,105
06085507205,06085508003,62
06085507205,06085501200,102
06085507205,06085502906,73
06085507205,06085501501,110
06085507205,06085501600,94
06085507205,06085506606,37
06085507205,06085501502,105
06085507205,06085507205,0
06085507205,06085503113,92
06085507205,06085503123,82
06085507205,06085506605,45
06085507205,06085505500,83
06085507205,06085506000,75
06085507205,06085507701,84
06085507205,06085508101,82
06085507205,06085503112,98
06085507205,06085508202,84
06085507205,06085501000,96
06085507205,06085502603,46
06085507205,06085500200,107
06085507205,06085508508,96
06085507205,06085505302,94
06085507205,06085506502,36
06085507205,06085508503,96
06085507205,06085500500,76
06085507205,06085512025,118
06085507205,06085507100,31
06085507205,06085507302,62
06085507205,06085506202,47
06085507205,06085502908,61
06085507205,06085506601,34
06085507205,06085503122,114
06085507205,06085507703,89
06085507205,06085511914,98
06085507205,06085507206,23
06085507205,06085506203,67
06085507205,06085507805,100
06085507205,06085506101,81
06085507205,06085507500,53
06085507205,06085502907,69
06085507205,06085502102,64
06085507205,06085505203,93
06085507205,06085508601,118
06085507205,06085502701,48
06085507205,06085506802,48
06085507205,06085506804,52
06085507205,06085505403,85
06085507205,06085502604,47
06085507205,06085508203,90
06085507205,06085505600,93
06085507205,06085508004,57
06085507205,06085507401,45
06085507205,06085507600,88
06085507205,06085501700,89
06085507205,06085502001,69
06085507205,06085502901,55
06085507205,06085507806,92
06085507205,06085508303,101
06085507205,06085500901,94
06085507205,06085502101,54
06085507205,06085512027,107
06085507205,06085511915,85
06085507205,06085505401,88
06085507205,06085502301,64
06085507205,06085506302,55
06085507205,06085506703,23
06085507205,06085506801,42
06085507205,06085500600,82
06085507205,06085502601,54
06085507205,06085507905,62
06085507205,06085507301,28
06085507205,06085512005,98
06085507205,06085508504,102
06085507205,06085502702,32
06085507205,06085505100,118
06085507205,06085506701,22
06085507205,06085512024,95
06085507205,06085511910,112
06085507205,06085506702,29
06085507205,06085507702,75
06085507205,06085500800,87
06085507205,06085502909,78
06085507205,06085501900,74
06085507205,06085502202,50
06085507205,06085506304,54
06085507205,06085507203,20
06085507205,06085512052,109
06085507205,06085505900,71
06085507205,06085508102,68
06085507205,06085506603,30
06085507205,06085501102,108
06085507205,06085508304,95
06085507205,06085511907,116
06085507205,06085508507,93
06085507205,06085502201,52
06085507205,06085506503,38
06085507205,06085502902,67
06085507205,06085512053,115
06085507205,06085507904,49
06085507205,06085502500,71
06085507205,06085508703,100
06085507205,06085503214,116
06085507205,06085507402,30
06085507205,06085508401,116
06085507205,06085502002,72
06085507205,06085500300,94
06085507205,06085505001,117
06085507205,06085502400,73
06085507205,06085506204,52
06085507205,06085507002,73
06085507205,06085502903,69
06085507205,06085501101,101
06085507205,06085501300,96
06085507205,06085502910,84
06085507205,06085508204,85
06085507205,06085502302,68
06085507205,06085506900,82
06085507205,06085505700,88
06085507205,06085505202,108
06085507205,06085508301,107
06085507205,06085505305,96
06085507205,06085505304,97
06085507205,06085501800,79
06085507205,06085505301,104
06085507205,06085507906,58
06085507205,06085506501,50
06085507205,06085505800,77
06085507205,06085507001,58
06085503113,06085512042,85
06085503113,06085503306,64
06085503113,06085503108,52
06085503113,06085503323,94
06085503113,06085503401,52
06085503113,06085512020,84
06085503113,06085503110,36
06085503113,06085512029,99
06085503113,06085503118,44
06085503113,06085503116,68
06085503113,06085504418,112
06085503113,06085511913,94
06085503113,06085503703,55
06085503113,06085503105,24
06085503113,06085503710,50
06085503113,06085503003,50
06085503113,06085508505,106
06085503113,06085503211,47
06085503113,06085500902,16
06085503113,06085506102,70
06085503113,06085501402,30
06085503113,06085512026,90
06085503113,06085500400,39
06085503113,06085503121,11
06085503113,06085502800,80
06085503113,06085506402,56
06085503113,06085506301,65
06085503113,06085512019,79
06085503113,06085506604,85
06085503113,06085503001,41
06085503113,06085512031,112
06085503113,06085506401,54
06085503113,06085501401,37
06085503113,06085503324,95
06085503113,06085508001,115
06085503113,06085503511,72
06085503113,06085504505,103
06085503113,06085512045,107
06085503113,06085512023,90
06085503113,06085503402,59
06085503113,06085504901,76
06085503113,06085503002,43
06085503113,06085503601,47
06085503113,06085504320,89
06085503113,06085505303,77
06085503113,06085503507,58
06085503113,06085507903,107
06085503113,06085506305,75
06085503113,06085506103,78
06085503113,06085512047,98
06085503113,06085503713,63
06085503113,06085504423,111
06085503113,06085505402,76
06085503113,06085504410,96
06085503113,06085503510,74
06085503113,06085511916,84
06085503113,06085503117,32
06085503113,06085512037,107
06085503113,06085503218,62
06085503113,06085503329,94
06085503113,06085506803,90
06085503113,06085500100,35
06085503113,06085503707,58
06085503113,06085503212,53
06085503113,06085503708,72
06085503113,06085511912,112
06085503113,06085503336,75
06085503113,06085508003,104
06085503113,06085503210,58
06085503113,06085501200,28
06085503113,06085502906,78
06085503113,06085501501,31
06085503113,06085501600,15
06085503113,06085503111,45
06085503113,06085503712,61
06085503113,06085506606,78
06085503113,06085504806,111
06085503113,06085501502,26
06085503113,06085507205,94
06085503113,06085503113,0
06085503113,06085503123,29
06085503113,06085504319,54
06085503113,06085506605,71
06085503113,06085505500,72
06085503113,06085506000,64
06085503113,06085512039,112
06085503113,06085503711,51
06085503113,06085503321,84
06085503113,06085504805,120
06085503113,06085508101,117
06085503113,06085503509,84
06085503113,06085503112,15
06085503113,06085508202,99
06085503113,06085503313,102
06085503113,06085503217,59
06085503113,06085503508,79
06085503113,06085503333,86
06085503113,06085504322,78
06085503113,06085501000,23
06085503113,06085502603,55
06085503113,06085503207,65
06085503113,06085505007,70
06085503113,06085500200,33
06085503113,06085508508,100
06085503113,06085504321,79
06085503113,06085505302,83
06085503113,06085506502,64
06085503113,06085503315,87
06085503113,06085504802,106
06085503113,06085508503,116
06085503113,06085500500,38
06085503113,06085512025,81
06085503113,06085504412,118
06085503113,06085507100,95
06085503113,06085506202,85
06085503113,06085502908,66
06085503113,06085504101,78
06085503113,06085506601,82
06085503113,06085503122,28
06085503113,06085512030,110
06085503113,06085511914,94
06085503113,06085507206,101
06085503113,06085506203,81
06085503113,06085505006,75
06085503113,06085506101,75
06085503113,06085502907,60
06085503113,06085502102,40
06085503113,06085505203,55
06085503113,06085504602,110
06085503113,06085502701,80
06085503113,06085505009,88
06085503113,06085504001,69
06085503113,06085512017,71
06085503113,06085503506,62
06085503113,06085506802,93
06085503113,06085506804,96
06085503113,06085505403,84
06085503113,06085503204,49
06085503113,06085504317,64
06085503113,06085502604,63
06085503113,06085508203,109
06085503113,06085505600,64
06085503113,06085508004,99
06085503113,06085507401,107
06085503113,06085503326,111
06085503113,06085512001,104
06085503113,06085503327,84
06085503113,06085512036,107
06085503113,06085503504,56
06085503113,06085501700,10
06085503113,06085502001,38
06085503113,06085502901,68
06085503113,06085500901,20
06085503113,06085502101,50
06085503113,06085512027,82
06085503113,06085503902,73
06085503113,06085504314,82
06085503113,06085511915,74
06085503113,06085512021,87
06085503113,06085505401,86
06085503113,06085502301,34
06085503113,06085506302,65
06085503113,06085506703,84
06085503113,06085506801,102
06085503113,06085500600,36
06085503113,06085502601,46
06085503113,06085507905,120
06085503113,06085507301,112
06085503113,06085504316,67
06085503113,06085512005,66
06085503113,06085508504,112
06085503113,06085502702,86
06085503113,06085505100,49
06085503113,06085506701,90
06085503113,06085504102,77
06085503113,06085504311,61
06085503113,06085504201,82
06085503113,06085503115,40
06085503113,06085512024,68
06085503113,06085511910,109
06085503113,06085503304,69
06085503113,06085506702,80
06085503113,06085512033,119
06085503113,06085500800,14
06085503113,06085504002,61
06085503113,06085504202,118
06085503113,06085512022,97
06085503113,06085502909,62
06085503113,06085501900,23
06085503113,06085502202,46
06085503113,06085506304,77
06085503113,06085507203,84
06085503113,06085512052,87
06085503113,06085503337,73
06085503113,06085503331,112
06085503113,06085503325,95
06085503113,06085505900,60
06085503113,06085503709,54
06085503113,06085508102,96
06085503113,06085506603,76
06085503113,06085501102,35
06085503113,06085508304,114
06085503113,06085511907,99
06085503113,06085508507,99
06085503113,06085502201,44
06085503113,06085503802,82
06085503113,06085503803,75
06085503113,06085506503,68
06085503113,06085502902,59
06085503113,06085512053,91
06085503113,06085507904,99
06085503113,06085505008,77
06085503113,06085502500,31
06085503113,06085508703,109
06085503113,06085503214,31
06085503113,06085504416,101
06085503113,06085507402,94
06085503113,06085503208,68
06085503113,06085502002,30
06085503113,06085500300,26
06085503113,06085504315,89
06085503113,06085505001,98
06085503113,06085502400,24
06085503113,06085503213,45
06085503113,06085506204,84
06085503113,06085502903,50
06085503113,06085501101,27
06085503113,06085503804,75
06085503113,06085501300,22
06085503113,06085502910,68
06085503113,06085508204,105
06085503113,06085504318,61
06085503113,06085503322,92
06085503113,06085502302,30
06085503113,06085506900,119
06085503113,06085512043,88
06085503113,06085504415,104
06085503113,06085505700,60
06085503113,06085504411,96
06085503113,06085504307,72
06085503113,06085503903,68
06085503113,06085505202,80
06085503113,06085511905,111
06085503113,06085505305,92
06085503113,06085503305,77
06085503113,06085503602,52
06085503113,06085505304,88
06085503113,06085504323,84
06085503113,06085501800,15
06085503113,06085505301,92
06085503113,06085507906,110
06085503113,06085506501,64
06085503113,06085505800,55
06085503123,06085512042,95
06085503123,06085503306,84
06085503123,06085503108,31
06085503123,06085503323,111
06085503123,06085503401,75
06085503123,06085512020,73
06085503123,06085503110,59
06085503123,06085512029,92
06085503123,06085503118,59
06085503123,06085503116,52
06085503123,06085511913,73
06085503123,06085503703,77
06085503123,06085503105,47
06085503123,06085503710,72
06085503123,06085503003,29
06085503123,06085508505,117
06085503123,06085503211,62
06085503123,06085500902,36
06085503123,06085506102,81
06085503123,06085501402,51
06085503123,06085512026,74
06085503123,06085512032,118
06085503123,06085500400,56
06085503123,06085503121,23
06085503123,06085502800,59
06085503123,06085506402,55
06085503123,06085506301,72
06085503123,06085512019,64
06085503123,06085506604,74
06085503123,06085503001,20
06085503123,06085512031,99
06085503123,06085506401,60
06085503123,06085501401,58
06085503123,06085503324,112
06085503123,06085508001,115
06085503123,06085503511,96
06085503123,06085512045,86
06085503123,06085512023,84
06085503123,06085503402,83
06085503123,06085504901,95
06085503123,06085503002,22
06085503123,06085503601,69
06085503123,06085504320,108
06085503123,06085505303,88
06085503123,06085503507,81
06085503123,06085507903,106
06085503123,06085506305,74
06085503123,06085506103,89
06085503123,06085512047,77
06085503123,06085503713,84
06085503123,06085505402,87
06085503123,06085504410,116
06085503123,06085503510,96
06085503123,06085511916,63
06085503123,06085503117,56
06085503123,06085512037,87
06085503123,06085503218,74
06085503123,06085503329,108
06085503123,06085506803,69
06085503123,06085500100,54
06085503123,06085503707,80
06085503123,06085503212,68
06085503123,06085503708,92
06085503123,06085511912,91
06085503123,06085503336,90
06085503123,06085508003,103
06085503123,06085503210,73
06085503123,06085501200,47
06085503123,06085502906,57
06085503123,06085501501,55
06085503123,06085501600,38
06085503123,06085503111,61
06085503123,06085503712,83
06085503123,06085506606,69
06085503123,06085501502,49
06085503123,06085507205,83
06085503123,06085503113,30
06085503123,06085503123,0
06085503123,06085504319,73
06085503123,06085506605,71
06085503123,06085505500,83
06085503123,06085506000,75
06085503123,06085503711,73
06085503123,06085503321,102
06085503123,06085503509,108
06085503123,06085503112,35
06085503123,06085508202,110
06085503123,06085503313,119
06085503123,06085503217,71
06085503123,06085503508,100
06085503123,06085503333,101
06085503123,06085504322,97
06085503123,06085501000,42
06085503123,06085502603,39
06085503123,06085503207,80
06085503123,06085505007,88
06085503123,06085500200,52
06085503123,06085508508,111
06085503123,06085504321,98
06085503123,06085505302,94
06085503123,06085506502,54
06085503123,06085503315,103
06085503123,06085500500,49
06085503123,06085512025,65
06085503123,06085507100,84
06085503123,06085506202,84
06085503123,06085502908,45
06085503123,06085504101,100
06085503123,06085506601,77
06085503123,06085503122,43
06085503123,06085512030,92
06085503123,06085511914,74
06085503123,06085507206,90
06085503123,06085506203,90
06085503123,06085505006,94
06085503123,06085506101,86
06085503123,06085507500,120
06085503123,06085502907,39
06085503123,06085502102,49
06085503123,06085505203,66
06085503123,06085502701,60
06085503123,06085505009,107
06085503123,06085504001,91
06085503123,06085512017,84
06085503123,06085503506,85
06085503123,06085506802,72
06085503123,06085506804,75
06085503123,06085505403,95
06085503123,06085503204,60
06085503123,06085504317,83
06085503123,06085502604,51
06085503123,06085505600,75
06085503123,06085508004,98
06085503123,06085507401,100
06085503123,06085512001,119
06085503123,06085503327,98
06085503123,06085512036,94
06085503123,06085503504,79
06085503123,06085501700,32
06085503123,06085502001,50
06085503123,06085502901,48
06085503123,06085500901,39
06085503123,06085502101,50
06085503123,06085512027,61
06085503123,06085503902,95
06085503123,06085504314,101
06085503123,06085511915,54
06085503123,06085512021,85
06085503123,06085505401,97
06085503123,06085502301,23
06085503123,06085506302,66
06085503123,06085506703,74
06085503123,06085506801,88
06085503123,06085500600,47
06085503123,06085502601,31
06085503123,06085507905,117
06085503123,06085507301,101
06085503123,06085504316,86
06085503123,06085512005,45
06085503123,06085502702,69
06085503123,06085505100,68
06085503123,06085506701,79
06085503123,06085504102,99
06085503123,06085504311,81
06085503123,06085504201,104
06085503123,06085503115,51
06085503123,06085512024,47
06085503123,06085511910,88
06085503123,06085503304,84
06085503123,06085506702,69
06085503123,06085512033,106
06085503123,06085500800,33
06085503123,06085504002,82
06085503123,06085512022,99
06085503123,06085502909,41
06085503123,06085501900,30
06085503123,06085502202,32
06085503123,06085506304,79
06085503123,06085507203,73
06085503123,06085512052,66
06085503123,06085503337,88
06085503123,06085503325,109
06085503123,06085505900,72
06085503123,06085503709,73
06085503123,06085508102,107
06085503123,06085506603,65
06085503123,06085501102,54
06085503123,06085511907,78
06085503123,06085508507,110
06085503123,06085502201,37
06085503123,06085503802,102
06085503123,06085503803,95
06085503123,06085506503,57
06085503123,06085502902,39
06085503123,06085512053,70
06085503123,06085507904,96
06085503123,06085505008,95
06085503123,06085502500,10
06085503123,06085508703,120
06085503123,06085503214,46
06085503123,06085507402,83
06085503123,06085503208,82
06085503123,06085502002,42
06085503123,06085500300,44
06085503123,06085504315,109
06085503123,06085505001,117
06085503123,06085502400,13
06085503123,06085503213,60
06085503123,06085506204,85
06085503123,06085502903,30
06085503123,06085501101,46
06085503123,06085503804,95
06085503123,06085501300,42
06085503123,06085502910,47
06085503123,06085508204,116
06085503123,06085504318,81
06085503123,06085503322,115
06085503123,06085502302,27
06085503123,06085506900,98
06085503123,06085512043,101
06085503123,06085505700,71
06085503123,06085504411,115
06085503123,06085504307,92
06085503123,06085503903,90
06085503123,06085505202,98
06085503123,06085511905,90
06085503123,06085505305,103
06085503123,06085503305,92
06085503123,06085503602,73
06085503123,06085505304,99
06085503123,06085504323,103
06085503123,06085501800,22
06085503123,06085505301,103
06085503123,06085507906,108
06085503123,06085506501,63
06085503123,06085505800,66
06085503123,06085507001,114
06085504319,06085512042,119
06085504319,06085503306,57
06085504319,06085503108,97
06085504319,06085503323,75
06085504319,06085503401,47
06085504319,06085503110,52
06085504319,06085503118,65
06085504319,06085503116,116
06085504319,06085504418,59
06085504319,06085503703,39
06085504319,06085503105,47
06085504319,06085503710,34
06085504319,06085503003,95
06085504319,06085503211,80
06085504319,06085500902,38
06085504319,06085506102,95
06085504319,06085501402,35
06085504319,06085500400,59
06085504319,06085503121,59
06085504319,06085506402,92
06085504319,06085506301,94
06085504319,06085503001,86
06085504319,06085506401,90
06085504319,06085501401,30
06085504319,06085503324,83
06085504319,06085503511,58
06085504319,06085504505,55
06085504319,06085503402,54
06085504319,06085504901,86
06085504319,06085503002,89
06085504319,06085503601,21
06085504319,06085504320,35
06085504319,06085505303,98
06085504319,06085503507,48
06085504319,06085506305,111
06085504319,06085506103,105
06085504319,06085503713,32
06085504319,06085504423,58
06085504319,06085505402,100
06085504319,06085504410,46
06085504319,06085503510,53
06085504319,06085503117,52
06085504319,06085503218,101
06085504319,06085503329,97
06085504319,06085500100,28
06085504319,06085503707,31
06085504319,06085503212,86
06085504319,06085503708,19
06085504319,06085504421,90
06085504319,06085503336,87
06085504319,06085503210,92
06085504319,06085501200,27
06085504319,06085504413,87
06085504319,06085501501,35
06085504319,06085501600,40
06085504319,06085503111,65
06085504319,06085503712,29
06085504319,06085506606,114
06085504319,06085501502,40
06085504319,06085503113,55
06085504319,06085503123,74
06085504319,06085504319,0
06085504319,06085506605,108
06085504319,06085505500,95
06085504319,06085506000,88
06085504319,06085503711,35
06085504319,06085504506,108
06085504319,06085503321,75
06085504319,06085503509,60
06085504319,06085504504,72
06085504319,06085503112,46
06085504319,06085503313,87
06085504319,06085503217,98
06085504319,06085503508,52
06085504319,06085504507,90
06085504319,06085503333,98
06085504319,06085504322,28
06085504319,06085501000,34
06085504319,06085502603,95
06085504319,06085503207,99
06085504319,06085505007,88
06085504319,06085500200,41
06085504319,06085504321,26
06085504319,06085505302,104
06085504319,06085506502,101
06085504319,06085503315,82
06085504319,06085504802,115
06085504319,06085500500,68
06085504319,06085504412,64
06085504319,06085502908,111
06085504319,06085504101,41
06085504319,06085506601,118
06085504319,06085503122,66
06085504319,06085506203,110
06085504319,06085505006,56
06085504319,06085506101,100
06085504319,06085502907,105
06085504319,06085502102,76
06085504319,06085505203,75
06085504319,06085504602,120
06085504319,06085505009,95
06085504319,06085504001,42
06085504319,06085512017,105
06085504319,06085503506,52
06085504319,06085505403,108
06085504319,06085503204,88
06085504319,06085504414,87
06085504319,06085504317,14
06085504319,06085502604,100
06085504319,06085505600,84
06085504319,06085503326,100
06085504319,06085503327,92
06085504319,06085504308,101
06085504319,06085503504,47
06085504319,06085501700,52
06085504319,06085502001,75
06085504319,06085502901,113
06085504319,06085500901,39
06085504319,06085502101,86
06085504319,06085503902,35
06085504319,06085504314,29
06085504319,06085511915,120
06085504319,06085505401,110
06085504319,06085502301,74
06085504319,06085506302,101
06085504319,06085500600,62
06085504319,06085502601,89
06085504319,06085504316,16
06085504319,06085512005,111
06085504319,06085505100,68
06085504319,06085504102,45
06085504319,06085504311,18
06085504319,06085504201,38
06085504319,06085503115,84
06085504319,06085512024,113
06085504319,06085503304,70
06085504319,06085506702,117
06085504319,06085504420,95
06085504319,06085500800,45
06085504319,06085504002,44
06085504319,06085504202,74
06085504319,06085502909,107
06085504319,06085501900,59
06085504319,06085502202,83
06085504319,06085506304,110
06085504319,06085504422,101
06085504319,06085503337,88
06085504319,06085503325,87
06085504319,06085505900,87
06085504319,06085503312,107
06085504319,06085503709,11
06085504319,06085506603,113
06085504319,06085501102,24
06085504319,06085502201,80
06085504319,06085503802,29
06085504319,06085503803,22
06085504319,06085506503,105
06085504319,06085502902,104
06085504319,06085505008,83
06085504319,06085502500,76
06085504319,06085503214,68
06085504319,06085504416,48
06085504319,06085503208,101
06085504319,06085502002,67
06085504319,06085500300,47
06085504319,06085504315,36
06085504319,06085505001,109
